post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount
534,2023-06-05 12:18:33+00:00,watchingnewyork,Recent favorites  #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #fashiontrends #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, fashiontrends, newyorkcity, style, streetstyle, vintage, thrift",22451,96
535,2023-04-24 02:01:52+00:00,leeoliveira,"The @loewe chairs exhibition presented during Salone del Mobile in Milan sees handcrafted chairs reimagined by artisans through the act of weaving and embellishment. Antique and newly crafted stick chairs and paper loom chairs are woven with leather, raffia or metallic fibres, transforming everyday objects into one of a kind items.",,224,13
536,2023-05-30 12:47:45+00:00,watchingnewyork,"Happy birthday to @darnellbernard33 a true New York King! If you see this dude in the street, stop and say hello, he has that power that gives you happiness. Some of my favorite looks from over the last few years.   #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #fashiontrends #newyorkcity #style #streetstyle #vintage #thrift","streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, fashiontrends, newyorkcity, style, streetstyle, vintage, thrift",32099,301
537,2023-04-26 07:25:36+00:00,facehunter,"#Baghdad 🇮🇶 Burj Abboud, 1955, by #RifatChadirji (1926-2020) and Abdullah Ihsan Kamil (1919-1984)  This Bauhaus-influenced tower represents the symbol of Baghdad intense modernisation and westernisation in the 1950s. It was back then the first high-rise in town.  While the #AbboudBuilding includes some vernacular features such as archways, screens, and courtyards in response to the hot environment, it remains mainly a project borrowing to the “International Style”, built at a time when Chadirji was employed by the monarchy -mandated under British rule.  It’s really in the 1960s, in a post-monarchy republic, that the “father of  #Iraqi modernism” will fully express his unique style that he called “international regionalism”. The idea was to “combine ancient Iraqi heritage with modern art and architecture, to develop an Iraqi aesthetic, that was not only unique to Iraq, but also influence the development of a pan-Arab visual language”.  With nearly 100 buildings, Chadirji contributed greatly to define the aesthetics of his country’s public space, especially through the 1970s. By 1970 Chadirji had offices throughout the Middle East, one of them was employing a young #ZahaHadid.  In 1978, at the peak of his career, he was wrongfully sentenced to life in prison, but was eventually released after 20 months by Saddam Hussein, who was seeking Iraq’s best architect to oversee the preparation of Baghdad for an international conference in 1982.  In 1983 Chadirji eventually fled Baghdad for teaching at Harvard before relocating in the UK where he would spend the rest of his life.  The Burj Abboud survived miraculously six fires, in 1985, 1989, 1996, 1998, 2005 (2x). It is nowadays partly unused.   #brutalism #brutalistarchitecture #VisitIraq #Travel #travelphotography #travelgram #traveler #travelling #traveling #instatravel #travelawesome #archi #archidaily #archilover #archiporn #arch #archlovers #archilovers #BaghdadArchitecture #baghdad_iraq #iraq_baghdad #FacehunterIraq","Baghdad, RifatChadirji, AbboudBuilding, Iraqi, ZahaHadid., brutalism, brutalistarchitecture, VisitIraq, Travel, travelphotography, travelgram, traveler, travelling, traveling, instatravel, travelawesome, archi, archidaily, archilover, archiporn, arch, archlovers, archilovers, BaghdadArchitecture, baghdad_iraq, iraq_baghdad, FacehunterIraq",1332,19
538,2023-05-30 12:46:53+00:00,watchingnewyork,Watching Disney. Had an absolute blast. First time on a plane and first time in Disney. Was with the fam but had to take a couple shots of these drippy Disney duds.   #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #disneyworld #disney #fashiontrends #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, disneyworld, disney, fashiontrends, newyorkcity, style, streetstyle, vintage, thrift",31340,177
539,2023-05-24 11:27:08+00:00,watchingnewyork,Recent favorites. Donald on the cover in honor of being in Disney world today!   #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",78620,266
540,2023-05-25 20:06:05+00:00,versace,Guests at the “La Vacanza” fashion show.   Sarah Lysander Bashir Arab-Sanchez Peggy Gou Amina Muaddi Simon Jacquemus Gilda Ambrosio Marc Forne Devon Carlson Jeremy O’Harris Ivan Olita  The collection is available now at Versace.com via the link in bio.   @donatella_versace @dualipa  #VersaceLaVacanza,VersaceLaVacanza,84690,203
541,2023-04-15 16:25:08+00:00,facehunter,"#Baghdad chic ‎ ‎✨جميلات بغداد ✨  Meeting many special people through the vibrant cultural life of #Iraq’s capital. So eye-opening and hopeful to listen to their perspectives:   1-2: Fatima @fatomglam influencer 3-4: Zahraa @zahraed99 junior doctor “I love the acceptance in Baghdad, regardless of your believes, your religion, your language. One of the things that changed the most in the last years is that it’s much safer. I feel safe walking in the street as a girl. For me being Iraqi is like being a super hero, we survived many things in the past years.” 5: Reem @reem_alghazal industrial design student  6: Salwa @salawi.7 interior design “I also paint, write Arabic calligraphy in seven types, design my own clothes and am learning to play the piano. My dream is to become the Zaha Hadid of interior design.” 7: Tabarak @tt.abarak painter 8: Ayoush @_ayosh99 fashion design student  9: Janat @janatmajeed artist 10: Arwa @arwa.q.alrawi gallerist, executive director of a cultural heritage preservation organisation “This year, it is much more happening in the Baghdad cultural scene.”   #streetstyle #style #iraqistyle #streetfashion #iraqiwoman #iraqiwomen #baghdadiraq #Baghdadi #IraqiYouth #NewIraq #baghdad_iraq #iraqfashionpost #iraqiartists #iraqi_beauty #iraq_baghdad #iraqigirl #iraqigirls #iraqicreatives #baghdad❤️ #FacehunterIraq","Baghdad, Iraq’s, streetstyle, style, iraqistyle, streetfashion, iraqiwoman, iraqiwomen, baghdadiraq, Baghdadi, IraqiYouth, NewIraq, baghdad_iraq, iraqfashionpost, iraqiartists, iraqi_beauty, iraq_baghdad, iraqigirl, iraqigirls, iraqicreatives, baghdad❤️, FacehunterIraq",3516,97
542,2023-02-26 17:16:48+00:00,facehunter,"#Tenerife 🇮🇨 Did you know that the #CanaryIslands were developed on the basis of a genocide?  Before the 15th century Castilian conquest and #colonisation, the islands -located off the coast of present-day Morocco- were inhabited by the Guanches (ⵉⴳⵡⴰⵏⵛⵉⵢⵏ) who were genetically and culturally related to the #Amazigh.  They were descendants of tribes who migrated from North Africa at least 2,000 to 3,000 years ago to develop their own civilisation on the #Canarias. They can be considered the only #AmazighPeople not to have been islamised.   Due to their incredible resistance, brutal fightings with the Spaniards lasted for over a century, but the Guanches people were eventually either killed, raped, enslaved or assimilated. The Canary were hispanized without leaving much space for syncretic culture - as it is often the case in Latin America, for instance. The Guanches’ language, spirituality and culture were forever erased. 💔💔💔  Anyways, thanks for coping with my “architecture post” hacked by some important history context. 🤓  So yeah, here are some 20th-21st architectural gems encountered on the largest and most populous island of the Canary Islands:  1-2: Edificio Cristianmar (residential building), 1960s 3-4: Auditorio de Tenerife Adán Martín (auditorium), designed by architect Santiago Calatrava, built between 1997-2003 5-9: Facultad de Bellas Artes (Universidad La Laguna), designed by Juan Antonio González Pérez, Urbano Yanes Tuña and Constanze Sixt, inaugurated in 2014 10: La iglesia del Santísimo Redentor (church), designed by Menis Arquitectos, built between 2005-2008  #SpanishColonisation #Conquista #arquitectura #archi #archidaily #archilover #modernism #Macaronesia #Espana #Spain #SantaCruzTenerife #LaLagunaTenerife","Tenerife, CanaryIslands, colonisation,, Amazigh., Canarias., AmazighPeople, SpanishColonisation, Conquista, arquitectura, archi, archidaily, archilover, modernism, Macaronesia, Espana, Spain, SantaCruzTenerife, LaLagunaTenerife",4739,80
543,2023-05-21 12:45:59+00:00,watchingnewyork,From the May archives  #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",42590,156
544,2023-03-13 19:51:48+00:00,facehunter,"Eerie vibe in #Varosha, a ghost town turned leisure park   In August 1974, the popular Cypriot beach resort was invaded by the Turkish Army (in the context of the #CyprusProblem). Fearing a massacre, the entire #GreekCypriot population fled the town a few hours earlier.  Emilia (picture 2) was one of them, she now lives in Nicosia: “I was two months pregnant and had three young sons, suddenly we heard that the Turkish Army was attacking by the land and by the sea. Everyone was panicking. We didn’t have time to pack anything, I just took my jewellery. I was a millionaire and within a few minutes I became a refugee, we lost everything. I have nothing against Turkish Cypriots we are just people, the problem is politics.”  The army immediately fenced off the whole area and left it nearly untouched and reclaimed by the nature until this day. 🚧🚧🚧  In October 2020, the #NorthCyprus authorities reopened some streets to visitors. Can’t even imagine what the  Greek Cypriots who have been allowed to visit their town for the first time in 46 years might have felt.  The whole experience is quite weird as the #ghosttown is now equipped like a park. Bikes can be rented and one bar has opened on the beach. I’ve seen many people having a ‘good day out’, taking selfies in front of war leftovers…  According to a U.N. resolution from 1984, only the original inhabitants, who were forced out, could resettle in the town.  In the last few years, the Government of Northern Cyprus has been pushing to normalise the occupation of Varosha ( #Maraş in Turkish) and announced it would open it to settlement. It would imply that if a Greek Cypriot wants to get his building/land back, he would have no other choice than rent a plot to the North Cyprus authorities.  #Famagusta #Mağusa #Gazimağusa #Βαρώσια #ghosttown #DarkTourism #Κύπρος #Kıbrıs #travel #traveler #travelling #traveling #travelers #travels #traveller #traveldeeper #travel#CyprusDispute #CyprusIssue #FacehunterCyprus","Varosha,, CyprusProblem)., GreekCypriot, NorthCyprus, ghosttown, Maraş, Famagusta, Mağusa, Gazimağusa, Βαρώσια, DarkTourism, Κύπρος, Kıbrıs, travel, traveler, travelling, traveling, travelers, travels, traveller, traveldeeper, CyprusDispute, CyprusIssue, FacehunterCyprus",597,3
545,2023-03-04 16:36:48+00:00,facehunter,"Curves in #Cyprus 🤍🔶🔺🟡🔺🔶🤍  1 & 9: Apostle Peter and St. Helen the Martyr Chapel, #Paphos by Michail Georgiou 2-3: Eleftheria Square, #Nicosia by Zaha Hadid Architects, 2005-2021 4: Lala Musta Pasha Mosque, #Famagusta, built between 1298 and 1400 as a Catholic cathedral, it was converted into a mosque in 1571 5: staircase, Nicosia 6: Nicosia Central Park Residence (serviced apartments), 2019, Moshe Zur and Vafeiades & Vafeiades  7: private house, #Kyrenia (#Girne) 8: residential building, Kyrenia  just for context…  - two-thirds of the island (the South) is governed by the internationally recognised Republic of Cyprus 🇨🇾. This territory is mainly populated by Greek Cypriots, who speak Greek and tend to be Christian Orthodox. - one-third of the island (the North-East) is under de facto control of the self-proclaimed and unrecognised Turkish Republic of Northern Cyprus (only Turkey recognises it). It is mainly populated by Turkish Cypriots and Turks who speak Turkish and who tend to be Muslim.  Cyprus was divided in 1974 when Turkey invaded it to support Turkish Cypriots in response to a military coup sponsored by the Greek Army aiming at putting in power a pro-Enosis government, whose ultimate aim was the annexation of the island by Greece.  #architecture #Λευκωσία #Lefkosía #Lefkoşa #Κύπρος #cypruslife #cyprusisland #travel #travelphotography #traveler #traveler #traveling #travelling #travellife #instatravel #arch #archlovers #archidaily #archiporn #FacehunterCyprus","Cyprus, Paphos, Nicosia, Famagusta,, Kyrenia, Girne), architecture, Λευκωσία, Lefkosía, Lefkoşa, Κύπρος, cypruslife, cyprusisland, travel, travelphotography, traveler, traveling, travelling, travellife, instatravel, arch, archlovers, archidaily, archiporn, FacehunterCyprus",2088,29
546,2023-04-12 17:30:09+00:00,facehunter,"#Baghdad - #Iraqi #modernist #architecture ❤️🤍🖤  Roaming around such a major city, that despite how famous it is, I had no idea how it would look like before stepping here. What a feeling!  One type of aesthetics clearly dominates the #urbanscape: contemporary oriental shapes - they are everywhere.  Amazed by how Iraqi modernists worked on abstracting the heritage elements in so many ways.  Baghdad is filled with modernist and #brutalist buildings from the 1960s to 1980s inspired by #IslamicArchitecture (shapes reminiscent of Islamic arches) and occasionally by the volume of ziggurats, these massive Mesopotamian terraced structures.  It’s an old but modern city. More construction took place in Baghdad during the second half of the 20th century than at any time since its foundation in the 8th Century.  After centuries of Ottoman and then British rule; and after deposing its British-backed monarchy in 1958, post-colonial #Iraq -with a growing westernised elite- faced an important question in its urban planning: How would it build a modern nation without sacrificing its national identity?   1: Ministry of Agriculture  2: Al-Mansur neighbourhood  3: Al-Salihiya residential complex, 1984 4: Al-Wathba Square, mural representing Hafidh al-Droubi’s “Watermelon Sellers” (1969) 5: Ministry of Foreign Affairs 6: Central Post, Telegraph and Telephone Administration, 1972 by #RifatChadirji 7: Baghdad Waters Directorate by #HishamMunir & Nasir Al-Asadi, 1978 8: Baghdad City Hall by Hisham Munir & Nasir Al-Asadi, 1975 9: Al-Bataween neighbourhood  10: Ministry of Industry and Minerals by Fadhil Ajina  #facades #brutalism #brutalistarchitecture #archi #baghdadarchitecture #archidaily #architexture #archilovers #baittarkib #visitbaghdad #visitiraq #travel #travelphotography #traveler #travelling #instatravel #traveling #travels #travelholic #FacehunterIraq @traveltoiraq","Baghdad, Iraqi, modernist, architecture, urbanscape:, brutalist, IslamicArchitecture, Iraq, RifatChadirji, HishamMunir, facades, brutalism, brutalistarchitecture, archi, baghdadarchitecture, archidaily, architexture, archilovers, baittarkib, visitbaghdad, visitiraq, travel, travelphotography, traveler, travelling, instatravel, traveling, travels, travelholic, FacehunterIraq",1995,69
547,2023-04-16 07:57:02+00:00,parisiensinparis,Bromance 🇫🇷❤️  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",26239,82
548,2023-02-25 15:59:21+00:00,facehunter,"#Milano 🇮🇹 Veni, vidi, streetstyli - laid over in #Milan during #fashionweek and met…   1-2: Martino @martinocarrera, fashion writer 3-4: Venita @venitaraquel, model 5: Khrystyna @krisshyn, model 6: Anna @annaanne_ahn, model  #streetstyle #style #styleinspiration #stylefashion #styleinspo #mensfashion #mensstyle #modelstyle #MilanStyle #MilanFashion #MilanFashionWeek #Italia #Italy #FacehunterMilan","Milano, Milan, fashionweek, streetstyle, style, styleinspiration, stylefashion, styleinspo, mensfashion, mensstyle, modelstyle, MilanStyle, MilanFashion, MilanFashionWeek, Italia, Italy, FacehunterMilan",812,27
549,2023-03-01 05:11:54+00:00,harrystyles,"Love On Tour. Gold Coast. February, 2023.",,4658051,39562
550,2023-04-16 07:03:45+00:00,parisiensinparis,🇫🇷  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",7610,40
551,2023-04-24 14:08:42+00:00,facehunter,"#Baghdad 🇮🇶 🚴🏽‍♀️ 🎨 Marina @marina_zayed started to ride her #bicycle through the capital of #Iraq in 2016, as an #artproject (during @tarkib_baghdad Festival). Her pictures went viral and inspired many people - men and women - to join her for rides in the city. Marina still organises group bike rides.  “The idea came to me when I first moved out of Baghdad and saw bike rentals. My husband suggested to take a ride and I said I don’t know how to ride a bike. He told me you did it before [as a kid] and it is something you don’t forget. I went on it and it felt so amazing, because it was something I couldn’t do for years. I was told off doing it [as a woman] and when I tried again I felt free and didn’t like the feeling at the same time because I was so proud of myself. I was telling myself, it’s just a bike, I shouldn’t be proud. I didn’t like that my country took that little enjoyment that I had when I was little. I was remembering my grandfather telling me not to, I didn’t understand why, but I followed. It was not even my bike, it was my cousin’s bike, I didn’t have a bike in my life.  The feeling I had that moment, made me want to ride a bike in Baghdad and I thought what’s going to happen. It’s just because people stopped doing things and maybe we should do it again. I bought a bike and brought it all over Baghdad. I remember the first time it was intense, I was so scared. I could hear my heart beats. It felt so amazing. I remember at a checkpoint, I was riding my bike and I was so scared. They wouldn’t tell me off because it’s not illegal but in my head it was something I shouldn’t do. I was riding and I saw him and I was trying to return, I didn’t want him to say anything. What he did, he opened the barrier and let me pass.”  #womenempowerment #womenartists #womanartist #womanpower #artist #baghdadi #baghdad_iraq #baghdadiraq #iraqiartist #iraqipainting #iraqiartists #iraqbaghdad #performanceart #FacehunterIraq","Baghdad, bicycle, Iraq, artproject, womenempowerment, womenartists, womanartist, womanpower, artist, baghdadi, baghdad_iraq, baghdadiraq, iraqiartist, iraqipainting, iraqiartists, iraqbaghdad, performanceart, FacehunterIraq",1409,46
552,2023-04-13 13:40:05+00:00,parisiensinparis,🇫🇷🔥💕🌸☀️🕊️  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",4974,8
553,2023-03-03 18:00:48+00:00,facehunter,"#Nicosia 🧡 looking for hope in the last divided capital.  💞Will love save #Cyprus?💞  “#TurkishCypriots and #GreekCypriots couldn’t meet with each other for decades. But since the checkpoints opened in 2003, people started to fall in love with each other and they were some bi-communal couples. It happens to me as well. A decade ago, it was still something marginal. But now, it has become something more common, it’s part of our daily life, especially for the people of Nicosia.   Unification of the island is our dream, it’s still a long way, it should happen. But first it’s important that we become part of our personal lives, social circles and romantic relationships. Love will save the world!?!  I understand why people think that after many years, a peaceful (but separated) coexistence would be more manageable. But I don’t think Cyprus is big enough for that, especially with bigger problems that we are facing. We have ecosystems being destroyed, we have global warming, we have diminishing resources, we have crisis and violence all around the world, Cyprus is a small small place and it can become an example for a peaceful unification and more democratic ways of living. I guess it’s attainable. It’s just that people got used to think it’s impossible after many years, but it’s not.“ @berandjemal   For nearly a half-century (since 1974), the Republic of Cyprus (🇨🇾) and its capital Nicosia have been split in two and separated by a UN-patrolled buffer zone.  While here, I heard as many opinions on the #CyprusProblem as people. Nevertheless, there is a new generation of #Cypriots hoping that Greeks and Turks can come together. 🕊️  1. Μιχάλης (Michalis)  2-3. Alya @taurrusx  4. Κάμπος (Kampos) 5. Mehmetemin @memoland11  6. Arzu @arzugenc8 7. Tayfun @tyfnadem 8. Bethel 9. Father Irinarochos (or something similar) 10. Beran @berandjemal  #CyprusDispute #CyprusQuestion #CyprusConflict #Λευκωσία #Lefkosía #Lefkoşa #Κύπρος #Streetstyle #style #cypruslife #cyprusisland #travel #travelphotography #traveler #traveler #traveling #travelling #travellife #instatravel #FacehunterCyprus","Nicosia, Cyprus?💞, TurkishCypriots, GreekCypriots, CyprusProblem, Cypriots, CyprusDispute, CyprusQuestion, CyprusConflict, Λευκωσία, Lefkosía, Lefkoşa, Κύπρος, Streetstyle, style, cypruslife, cyprusisland, travel, travelphotography, traveler, traveling, travelling, travellife, instatravel, FacehunterCyprus",752,11
554,2023-02-14 16:23:20+00:00,harrystyles,"Brits, February 2023.",,4166577,27485
555,2023-04-22 16:31:21+00:00,facehunter,"Old #Baghdad 🇮🇶 reminiscent of the 1920s to 1960s’ #Iraqi cultural boom.  In their glory, #AlRasheed and #Mutanabi streets used to be home to Baghdad’s intelectual scene and nightlife, with one of the world’s oldest book markets, cinemas (photo 1: Al Zawraa, built in 1936, was one of Iraq’s first cinemas), theatres, and cafés where writers, artists, politicians, intellectuals and students would gather.  After nearly half a century of neglect under Saddam Hussein - who saw the area as a symbol of past rulers and the monarchy - and later during the war,  the historic hub is recently going through a cultural renaissance. Thanks to a better safety situation, many Iraqis from all generations, are being drawn to this spot, to buy books, celebrate their cultural heritage or just hang out. Feels so good to be here! ❤️❤️❤️  #OldBaghdad #Mutanabbi #mutanabistreet #Iraq #baghdad_iraq #iraq🇮🇶 #iraqesque #iraqtravel #traveliraq #travel #travelling #travelphotography #traveler #traveling #instatravel #Baghdadis #Baghdadistyle #visitiraq #travelawesome #travelholic #travellife #travels #travelingram #travellife #travelpics #facehunteriraq","Baghdad, Iraqi, AlRasheed, Mutanabi, OldBaghdad, Mutanabbi, mutanabistreet, Iraq, baghdad_iraq, iraq🇮🇶, iraqesque, iraqtravel, traveliraq, travel, travelling, travelphotography, traveler, traveling, instatravel, Baghdadis, Baghdadistyle, visitiraq, travelawesome, travelholic, travellife, travels, travelingram, travelpics, facehunteriraq",2719,42
556,2023-02-07 03:26:37+00:00,harrystyles,"Grammys, February 2023.",,6415828,83042
557,2023-02-02 21:33:23+00:00,harrystyles,"Love On Tour. Palm Springs II. February, 2023.",,4481353,29151
558,2023-06-03 12:32:25+00:00,watchingnewyork,June Archives  #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #fashiontrends #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, fashiontrends, newyorkcity, style, streetstyle, vintage, thrift",36482,166
559,2022-05-11 19:21:31+00:00,oldprada,SS 2011   Karen Elson by Sam Taylorwood Vogue Italia Mar. 2011  #oldprada #prada #miuccialover #SS2011 #karenelson #samtaylorwood #color #drama #mood #dresses #praduh #iconic #inspo #love #seasontoremember #vogueitalia #fashion #editorial #panosyiapanis,"oldprada, prada, miuccialover, SS2011, karenelson, samtaylorwood, color, drama, mood, dresses, praduh, iconic, inspo, love, seasontoremember, vogueitalia, fashion, editorial, panosyiapanis",125,0
560,2023-04-07 16:10:00+00:00,parisfashionweek,"“Logical and functional as clothing, yet fully at tuned to the elegance of contemporary lifestyles.”  Discover the Womenswear Fall/Winter 2023-2024 collection entitled “knit-ware” from @cfcl_official by tapping the link in bio.  #parisfashionweek #pfw #cfcl","parisfashionweek, pfw, cfcl",1842,16
561,2023-04-11 16:14:24+00:00,parisfashionweek,Our photographer @samirnovotny captured some specials moments during our last Womenswear Fall/Winter 2023-2024 Paris Fashion Week®.  Get an access to all the collections by tapping the link in bio!  #parisfashionweek #pfw #samirnovotny,"parisfashionweek, pfw, samirnovotny",3531,21
562,2023-05-28 11:44:06+00:00,prada,"Anushka Sharma and Storm Reid in Prada while attending the 76th Cannes film festival.  Anushka Sharma wore a cherry pink double satin top with train detail and pants embellished with black sequin embroidery, while attending the L'Oreal - Light on Women Award during the 76th Cannes film festival.  Storm Reid wore gold colored sequined gown with neckline on the back embellished by the detail of the bow train and gold brushed leather sandals, while attending the amfAR Cannes Gala, during the 76th Cannes film festival.  #PradaPeople @anushkasharma @stormreid @festivaldecannes #Cannes2023","PradaPeople, Cannes2023",32677,199
563,2022-05-11 19:21:14+00:00,oldprada,SS 2011   Karen Elson by Sam Taylorwood Vogue Italia Mar. 2011  #oldprada #prada #miuccialover #SS2011 #karenelson #samtaylorwood #color #drama #mood #dresses #praduh #iconic #inspo #love #seasontoremember #vogueitalia #fashion #editorial #panosyiapanis,"oldprada, prada, miuccialover, SS2011, karenelson, samtaylorwood, color, drama, mood, dresses, praduh, iconic, inspo, love, seasontoremember, vogueitalia, fashion, editorial, panosyiapanis",288,0
564,2022-05-11 19:21:46+00:00,oldprada,SS 2011   Karen Elson by Sam Taylorwood Vogue Italia Mar. 2011  #oldprada #prada #miuccialover #SS2011 #karenelson #samtaylorwood #color #drama #mood #dresses #praduh #iconic #inspo #love #seasontoremember #vogueitalia #fashion #editorial #panosyiapanis,"oldprada, prada, miuccialover, SS2011, karenelson, samtaylorwood, color, drama, mood, dresses, praduh, iconic, inspo, love, seasontoremember, vogueitalia, fashion, editorial, panosyiapanis",259,0
565,2023-03-29 16:10:28+00:00,parisfashionweek,The talented @linebrusegan brings us into the streets of @off____white show during the last Womenswear Fall/Winter 2023-2024 Paris Fashion Week®.  Tap the link in bio to access all the collections on our platform!  #parisfashionweek #pfw #linebrusegan,"parisfashionweek, pfw, linebrusegan",2716,32
566,2023-05-28 16:03:13+00:00,prada,"Alexa Chung and Alice Rohrwacher in Prada while attending the 76th Cannes film festival.  Alexa Chung wore a fuchsia nylon crêpe dress with draping and wide train, Crystal-embellished bag and black satin décolleté while while attending the ‘Killers Of The Flower Moon’ premiere, during the 76th Cannes film festival.  Alice Rohrwacher wore a white poplin top with wide built-up sleeves paired with an inky blue tec satin paneled skirt, while attending the ‘La Chimera’ premiere during the 76th Annual Cannes film festival.  #PradaPeople @alexachung #AliceRohrwacher  @festivaldecannes #Cannes2023","PradaPeople, AliceRohrwacher, Cannes2023",15068,73
567,2023-03-24 17:10:31+00:00,parisfashionweek,"""For Fall Winter wardrobe at Weinsanto we have a range from daywear classics and workwear to escapism couture extravaganzas"" @weinsanto is inspired by cultural icons like SATC and @badgalriri.  The full Womenswear Fall/Winter 2023-2024 show is available on our platform. Link in bio!  #parisfashionweek #pfw #weinsanto","parisfashionweek, pfw, weinsanto",3718,25
568,2022-05-09 18:00:47+00:00,oldprada,SS 2002  (Vogue Italia Mar. 2002 “Variation on Gold” by Glen Luchford)  #oldprada #miuccialover #editorial #glenluchford #prada #fashion #icons #mood #color #SS2002 #vintageprada #love #inspo #vogueitalia #francasozzani #inspired #jacquardfabric #chic #tuttoprada #amo #gorge #obsessed #annacockburn,"oldprada, miuccialover, editorial, glenluchford, prada, fashion, icons, mood, color, SS2002, vintageprada, love, inspo, vogueitalia, francasozzani, inspired, jacquardfabric, chic, tuttoprada, amo, gorge, obsessed, annacockburn",881,3
569,2023-05-29 07:35:12+00:00,prada,"Anaïs Demoustier in Prada while attending the 76th Cannes film festival.  Anaïs Demoustier wore a Prada Champagne colored organza gown, with neckline trimmed with grosgrain ribbon embroidered with pearls and crystals and embellished with jais embroidery and micro-crystal fringes  Anaïs Demoustier wore a Prada black patent leather dress embellished with hand-painted gold shades, while attending the opening ceremony of the 76th Cannes film festival.  #PradaPeople #AnaïsDemoustier  @festivaldecannes #Cannes2023","PradaPeople, AnaïsDemoustier, Cannes2023",18469,57
570,2023-03-26 16:00:00+00:00,parisfashionweek,“He expresses his attachment to his Moroccan roots through his sense of lines and volumes inspired by traditional Moroccan clothing.”  @benjaminbenmoyal defines contemporary silhouettes mix with his craft.  Discover the Womenswear Fall/Winter 2023-2024 collection by tapping the link in bio.  #parisfashionweek #pfw #benjaminbenmoyal,"parisfashionweek, pfw, benjaminbenmoyal",2756,23
571,2023-04-02 16:25:00+00:00,parisfashionweek,"“You can be a sweet dream or a beautiful nightmare”.   The designers’s duo @patric_heavenly6 and Bryn Taubensee, behind @vaquera.nyc, mark a strong return with this Womenswear Fall/Winter 2023-2024 Paris Fashion Week®.  Discover the full collection on our platform. Link in bio!  #parisfashionweek #pfw #vaquera","parisfashionweek, pfw, vaquera",2183,24
572,2023-03-20 16:57:43+00:00,parisfashionweek,"“Details are forgotten and recalled again, bringing thoughts back to a time or place or person.” @niccolopasqualetti proposes an androgynous landscape through the reinterpretation of his traditional wardrobe.  Tap the link in bio to discover the full lookbook.  #parisfashionweek #pfw #niccolopasqualetti","parisfashionweek, pfw, niccolopasqualetti",1707,24
