post_id,postUser,timestamp,likesCount,commentsCount,keywords_posts
454,parisfashionweek,2023-05-18 16:08:46+00:00,1551,7,"['pfw', 'parisfashionweek', 'duo', 'boutet', 'solanes', 'partners', 'life', 'collection']"
455,parisfashionweek,2023-05-10 16:00:00+00:00,2691,16,"['parisfashionweek', 'pfw', 'paris', 'streetstyle', 'fashion', 'throwback', 'looks', 'spotted', 'photographer', 'paris fashion', 'fashion week', 'watch']"
456,prada,2023-06-03 17:00:13+00:00,14029,66,"['prada', 'pieces', 'move', 'formal', 'casual']"
457,parisfashionweek,2023-04-23 16:00:00+00:00,1968,13,"['show', 'parisfashionweek', 'pfw', 'paris', 'fashion', 'stolen', 'moments', 'presented', 'womenswear', 'paris fashion', 'fashion week', 'watch']"
458,prada,2023-06-03 10:00:09+00:00,11572,48,"['prada', 'crisp', 'poplin', 'shirt', 'enduring']"
459,parisfashionweek,2023-04-18 16:00:00+00:00,3382,14,"['parisfashionweek', 'pfw', 'paris', 'fashion', 'extracts', 'last', 'womenswear', 'fallwinter', 'collection', 'fallwinter collection', 'paris fashion', 'fashion week']"
460,parisfashionweek,2023-04-27 16:05:00+00:00,1652,15,"['parisfashionweek', 'pfw', 'captures', 'main', 'image', 'season', 'intersection', 'fallwinter collection', 'collection']"
461,harrystyles,2023-03-05 01:25:18+00:00,3182206,12206,"['love', 'tour', 'sydney', 'ii', 'march']"
462,oldprada,2022-08-27 14:42:47+00:00,339,5,"['prada', 'ss', 'vogue', 'italia', 'mar', 'prints']"
463,oldprada,2022-05-22 23:11:02+00:00,297,3,"['prada', 'chic', 'fashion', 'ss', 'vogue', 'italia', 'mar', 'gym']"
464,oldprada,2022-08-27 14:42:38+00:00,317,2,"['prada', 'ss', 'vogue', 'italia', 'mar', 'prints']"
465,oldprada,2022-08-15 13:39:05+00:00,440,0,"['prada', 'fashion', 'chic', 'ss', 'vogue', 'italia', 'mar', 'pale']"
466,oldprada,2022-08-27 14:42:31+00:00,608,0,"['prada', 'ss', 'vogue', 'italia', 'mar', 'prints']"
467,oldprada,2022-05-22 23:09:07+00:00,861,1,"['prada', 'chic', 'fashion', 'ss', 'vogue', 'italia', 'mar', 'gym']"
468,oldprada,2022-05-22 23:10:44+00:00,159,0,"['prada', 'chic', 'fashion', 'ss', 'vogue', 'italia', 'mar', 'gym']"
469,zendaya,2023-02-28 05:50:14+00:00,5758761,11574,['no_hashtag']
470,urbanoutfitters,2023-06-02 21:01:11+00:00,1172,1,"['new', 'arrivals', 'us', 'really', 'ready']"
471,urbanoutfitters,2023-06-05 23:00:38+00:00,6135,14,"['cute', 'things', 'small', 'space', 'say']"
472,taylorswift,2023-04-16 05:22:16+00:00,6207794,0,"['still', 'buzzing', 'shows', 'tampa', 'thank']"
473,taylorswift,2023-04-24 18:12:32+00:00,5860477,0,"['dress', 'got', 'play', 'insane', 'shows', 'houston']"
474,taylorswift,2023-05-01 14:23:59+00:00,5813265,0,"['wow', 'atlanta', 'just…', 'band', 'dancers']"
475,taylorswift,2023-03-25 20:49:30+00:00,6771062,0,"['vegas', 'wild', 'crowd', 'childhood', 'dreams']"
476,urbanoutfitters,2023-06-02 14:01:04+00:00,5391,12,"['spending', 'little', 'extra', 'time', 'outside']"
477,taylorswift,2023-03-19 01:50:27+00:00,8402240,0,"['miss', 'like', 'first', 'night', 'good']"
478,facehunter,2023-05-07 15:35:29+00:00,2111,38,"['baghdad', 'lecorbusier', 'mysterious', 'project', 'destiny']"
479,zendaya,2023-02-26 03:52:11+00:00,8861786,23682,"['look', 'thank', 'miuccia', 'recreating', 'us']"
480,taylorswift,2023-03-16 20:33:29+00:00,9535676,0,"['eras', 'era', 'nail polish', 'no_hashtag']"
481,zendaya,2023-02-26 00:46:55+00:00,7244060,24823,['no_hashtag']
482,oldprada,2022-08-15 13:38:28+00:00,721,4,"['prada', 'fashion', 'chic', 'ss', 'vogue', 'italia', 'mar', 'pale']"
483,harrystyles,2023-04-01 19:09:18+00:00,4911333,32121,"['one', 'year', 'april', 'no_hashtag']"
484,zendaya,2022-10-03 11:15:45+00:00,9539441,36821,"['valentino', 'girl', 'no_hashtag']"
485,zendaya,2022-08-03 20:32:56+00:00,7533443,23976,"['pp', 'pink', 'two hearts', 'no_hashtag']"
486,cameramodafashiontrust,2023-05-19 13:38:31+00:00,2950,35,"['fashion', 'thrilled', 'present', 'copresidents', 'members', 'international', 'fashion trust']"
487,cameramodafashiontrust,2023-05-19 13:42:28+00:00,854,22,"['fashion', 'thrilled', 'present', 'copresidents', 'members', 'international', 'fashion trust']"
488,milanfashionweek,2023-05-12 14:36:17+00:00,1644,17,"['armani', 'yesterday', 'mr', 'giorgio', 'received']"
489,zendaya,2022-09-14 21:50:38+00:00,10963524,24262,"['feet', 'hurt', 'got', 'whole', 'lot']"
490,milanfashionweek,2023-05-05 10:35:26+00:00,1922,18,"['show', 'presents', 'new', 'collection', 'along', 'arno']"
491,spfw,2023-05-29 00:59:13+00:00,3130,42,"['diretamente', 'de', 'ny', 'pro', 'spfw', 'look']"
492,spfw,2023-05-28 23:47:56+00:00,1475,22,"['spfw', 'recebeu', 'uma', 'exposição', 'especial']"
493,spfw,2023-05-28 23:03:39+00:00,5734,117,"['estilista', 'cearense', 'fez', 'sua', 'estreia', 'shorts']"
494,milanfashionweek,2023-05-02 08:55:12+00:00,5557,33,"['gala', 'metgala', 'fashion', 'italian', 'met', 'celebrating']"
495,spfw,2023-05-28 21:31:31+00:00,900,7,"['último', 'dia', 'de', 'spfw', 'última', 'collection']"
496,whowhatwear,2023-06-02 00:57:47+00:00,51736,149,"['barbiecore', 'mood', 'board', 'summer', 'wwwtb']"
497,whowhatwear,2023-06-04 02:15:43+00:00,4244,49,"['style', 'fashion', 'side', 'parts', 'ever', 'truly']"
498,dudalina,2023-06-08 21:00:18+00:00,540,8,"['sentiu', 'conforto', 'suavidade', 'daí', 'os']"
499,dudalina,2023-06-07 21:00:13+00:00,412,5,"['neste', 'inverno', 'aposte', 'em', 'peças']"
500,taylorswift,2023-03-20 02:36:07+00:00,6700152,0,"['well', 'last', 'night', 'rush', 'thank']"
501,dudalina,2023-06-01 21:22:53+00:00,123,0,"['dizem', 'que', 'amor', 'está', 'nos']"
502,taylorswift,2023-01-27 05:05:24+00:00,5967383,0,"['lavender', 'haze', 'video', 'lots', 'incredible']"
503,mamamaluf,2023-05-29 15:00:13+00:00,670,75,"['neste', 'dia', 'dos', 'namorados', 'presenteie']"
504,dudalina,2023-06-02 21:00:14+00:00,1016,24,"['camisa', 'um', 'ícone', 'que', 'nunca', 'look']"
505,wheresmydriver,2023-03-07 20:20:30+00:00,81,1,"['show', 'miu', 'prada', 'paris', 'fashion', 'nicolabeckham', 'brooklynbeckham', 'miumiu', 'jacket']"
506,dudalina,2023-06-06 20:00:14+00:00,248,1,"['chic', 'tweed', 'já', 'um', 'clássico', 'inverno']"
507,leeoliveira,2023-05-04 10:26:34+00:00,138,3,"['show', 'runway', 'style', 'street', 'outside', 'proenzaschouler', 'rtw']"
508,wheresmydriver,2023-03-07 20:48:38+00:00,273,117,"['show', 'miu', 'streetstyle', 'going', 'leave', 'original', 'intact', 'add', 'sunglasses', 'look']"
509,leeoliveira,2023-04-20 18:25:03+00:00,102,10,"['brera', 'design', 'district', 'ethereal', 'art']"
510,wheresmydriver,2023-03-07 08:23:07+00:00,207,3,"['paris', 'streetstyle', 'snippets', 'yesterdays', 'shows', 'zimmerman']"
511,versace,2023-05-25 11:56:40+00:00,698752,9193,"['show', 'fashion', 'guests', 'la', 'vacanza', 'collection available', 'collection']"
512,versace,2023-05-24 21:29:28+00:00,127686,312,"['versace', 'eveningwear', 'donatella', 'dua', 'lipa']"
513,versace,2023-05-24 11:31:34+00:00,238804,402,"['versace', 'la', 'vacanza', 'donatella', 'dua', 'collection available', 'collection']"
514,versace,2023-05-24 17:46:00+00:00,130145,284,"['versace', 'donatella', 'dua', 'lipa', 'shared']"
515,versace,2023-05-24 07:20:59+00:00,310627,662,"['versace', 'la', 'vacanza', 'donatella', 'dua', 'collection available', 'collection']"
516,versace,2023-05-24 00:37:17+00:00,76189,242,"['versace', 'butterfly', 'ladybugs', 'print', 'donatella', 'collection available', 'collection']"
517,leeoliveira,2023-04-25 11:30:15+00:00,76,3,"['milan', 'techniques', 'materials', 'presents', 'new', 'creations']"
518,dudalina,2023-06-09 15:00:10+00:00,157,5,"['conheça', 'sua', 'nova', 'camisa', 'preferida']"
519,zendaya,2023-02-28 05:21:07+00:00,3910922,7083,"['learning', 'stop', 'smell', 'roses', 'even']"
520,nyfw,2023-05-22 16:01:50+00:00,839,14,"['show', 'streetstyle', 'birds', 'feather', 'flock', 'together']"
521,nyfw,2023-05-15 16:04:57+00:00,558,5,"['moments', 'willychavaria', 'fw', 'fw23']"
522,nyfw,2023-05-11 16:01:11+00:00,1921,9,"['still', 'thinking', 'carolinaherrera', 'aw', 'aw23']"
523,nyfw,2023-05-20 15:55:14+00:00,1137,32,"['welcome', 'house', 'macgraw', 'presents', 'th', 'collection']"
524,taylorswift,2023-06-06 19:54:35+00:00,4492716,0,"['chicago', 'sooooo', 'epic', 'playing', 'nights']"
525,wheresmydriver,2023-03-21 21:28:08+00:00,75,1,"['runway', 'moschino', 'designer', 'jeremyscott', 'left', 'unusually']"
526,nyfw,2023-05-13 17:02:40+00:00,1144,13,"['another', 'look', 'thombrowne', 'aw', 'aw23']"
527,facehunter,2023-06-09 09:27:27+00:00,888,25,"['paris', 'streetstyle', 'style', 'saopaulo', 'street', 'encounters', 'inara', 'lebanese', 'streetstyle style']"
528,wheresmydriver,2023-05-26 14:46:05+00:00,28,0,"['cannes', 'awards', 'runway', 'show', 'chanel', 'streetstyle', 'everything', 'else']"
529,prabalgurung,2023-06-07 01:00:32+00:00,1886,6,"['favorite', 'look', 'designed', 'heavenly', 'guanyin', 'watch']"
530,nyfw,2023-05-09 15:57:16+00:00,2619,29,"['dreaming', 'adeam', 'fw', 'camera with flash', 'fw23']"
531,wheresmydriver,2023-04-16 15:33:14+00:00,15,1,"['fashion', 'raissa', 'gerrona', 'chief', 'brand', 'officer']"
532,watchingnewyork,2023-06-06 12:17:48+00:00,25063,134,"['fashion', 'style', 'streetstyle', 'something', 'shady', 'new', 'yorkers', 'streetfashion', 'sunglasses', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'newyorkcity style']"
533,watchingnewyork,2023-05-28 14:35:36+00:00,33901,137,"['fashion', 'style', 'streetstyle', 'may', 'archives', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
534,watchingnewyork,2023-06-05 12:18:33+00:00,22451,96,"['fashion', 'style', 'streetstyle', 'recent', 'favorites', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'style streetstyle', 'vintage thrift', 'streetstyle vintage']"
535,leeoliveira,2023-04-24 02:01:52+00:00,224,13,"['milan', 'chairs', 'exhibition', 'presented', 'salone', 'del']"
536,watchingnewyork,2023-05-30 12:47:45+00:00,32099,301,"['fashion', 'style', 'streetstyle', 'happy', 'birthday', 'true', 'new', 'york', 'streetfashion fashion', 'newyorkcity style', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
537,facehunter,2023-04-26 07:25:36+00:00,1332,19,"['style', 'aesthetic', 'baghdad', 'burj', 'abboud', 'rifatchadirji', 'abdullah']"
538,watchingnewyork,2023-05-30 12:46:53+00:00,31340,177,"['fashion', 'style', 'streetstyle', 'watching', 'disney', 'absolute', 'blast', 'first', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'streetstyle vintage', 'style streetstyle']"
539,watchingnewyork,2023-05-24 11:27:08+00:00,78620,266,"['fashion', 'style', 'streetstyle', 'recent', 'favorites', 'donald', 'cover', 'honor', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'style streetstyle', 'newyorkcity style']"
540,versace,2023-05-25 20:06:05+00:00,84690,203,"['show', 'fashion', 'guests', 'la', 'vacanza', 'collection available', 'collection']"
541,facehunter,2023-04-15 16:25:08+00:00,3516,97,"['chic', 'fashion', 'streetstyle', 'style', 'baghdad', '\u200eجميلات', 'بغداد', 'meeting', 'streetstyle style']"
542,facehunter,2023-02-26 17:16:48+00:00,4739,80,"['tenerife', 'know', 'canaryislands', 'developed', 'basis']"
543,watchingnewyork,2023-05-21 12:45:59+00:00,42590,156,"['fashion', 'style', 'streetstyle', 'may', 'archives', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
544,facehunter,2023-03-13 19:51:48+00:00,597,3,"['eerie', 'vibe', 'varosha', 'ghost', 'town']"
545,facehunter,2023-03-04 16:36:48+00:00,2088,29,"['curves', 'cyprus', 'apostle', 'peter', 'st']"
546,facehunter,2023-04-12 17:30:09+00:00,1995,69,"['baghdad', 'iraqi', 'modernist', 'architecture', 'roaming']"
547,parisiensinparis,2023-04-16 07:57:02+00:00,26239,82,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'bromance', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'shotoniphone', 'parisian', 'natural fashion', 'style effortlesschic', 'fashion denim', 'effortless style']"
548,facehunter,2023-02-25 15:59:21+00:00,812,27,"['fashionweek', 'milan', 'fashion', 'streetstyle', 'style', 'milano', 'veni', 'vidi', 'streetstyli', 'laid', 'style styleinspiration', 'model', 'streetstyle style']"
549,harrystyles,2023-03-01 05:11:54+00:00,4658051,39562,"['love', 'tour', 'gold', 'coast', 'february']"
550,parisiensinparis,2023-04-16 07:03:45+00:00,7610,40,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'shotoniphone', 'parisian', 'parisien', 'natural fashion', 'style effortlesschic', 'fashion denim', 'effortless style']"
551,facehunter,2023-04-24 14:08:42+00:00,1409,46,"['festival', 'baghdad', 'marina', 'started', 'ride', 'bicycle']"
552,parisiensinparis,2023-04-13 13:40:05+00:00,4974,8,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'fire', 'two hearts', 'cherry blossom', 'sun', 'fashion denim', 'natural fashion', 'style effortlesschic', 'effortless style']"
553,facehunter,2023-03-03 18:00:48+00:00,752,11,"['streetstyle', 'style', 'nicosia', 'looking', 'hope', 'last', 'divided', 'streetstyle style']"
554,harrystyles,2023-02-14 16:23:20+00:00,4166577,27485,"['brits', 'february', 'no_hashtag']"
555,facehunter,2023-04-22 16:31:21+00:00,2719,42,"['old', 'baghdad', 'reminiscent', 'iraqi', 'cultural']"
556,harrystyles,2023-02-07 03:26:37+00:00,6415828,83042,"['grammys', 'february', 'no_hashtag']"
557,harrystyles,2023-02-02 21:33:23+00:00,4481353,29151,"['love', 'tour', 'palm', 'springs', 'ii']"
558,watchingnewyork,2023-06-03 12:32:25+00:00,36482,166,"['fashion', 'style', 'streetstyle', 'june', 'archives', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
559,oldprada,2022-05-11 19:21:31+00:00,125,0,"['prada', 'fashion', 'ss', 'karen', 'elson', 'sam', 'taylorwood']"
560,parisfashionweek,2023-04-07 16:10:00+00:00,1842,16,"['parisfashionweek', 'pfw', 'logical', 'functional', 'clothing', 'yet', 'fully', 'fallwinter collection', 'collection']"
561,parisfashionweek,2023-04-11 16:14:24+00:00,3531,21,"['parisfashionweek', 'pfw', 'paris', 'fashion', 'photographer', 'captured', 'specials', 'moments', 'last', 'paris fashion', 'fashion week']"
562,prada,2023-05-28 11:44:06+00:00,32677,199,"['cannes', 'festival', 'gala', 'prada', 'anushka', 'sharma', 'storm', 'reid', 'pants']"
563,oldprada,2022-05-11 19:21:14+00:00,288,0,"['prada', 'fashion', 'ss', 'karen', 'elson', 'sam', 'taylorwood']"
564,oldprada,2022-05-11 19:21:46+00:00,259,0,"['prada', 'fashion', 'ss', 'karen', 'elson', 'sam', 'taylorwood']"
565,parisfashionweek,2023-03-29 16:10:28+00:00,2716,32,"['show', 'parisfashionweek', 'pfw', 'paris', 'fashion', 'talented', 'brings', 'us', 'streets', 'paris fashion', 'fashion week']"
566,prada,2023-05-28 16:03:13+00:00,15068,73,"['cannes', 'festival', 'premiere', 'prada', 'dress', 'alexa', 'chung', 'alice', 'rohrwacher', 'bag', 'skirt']"
567,parisfashionweek,2023-03-24 17:10:31+00:00,3718,25,"['show', 'parisfashionweek', 'pfw', 'couture', 'fall', 'winter', 'wardrobe', 'weinsanto', 'range']"
568,oldprada,2022-05-09 18:00:47+00:00,881,3,"['prada', 'fashion', 'chic', 'ss', 'vogue', 'italia', 'mar', 'variation']"
569,prada,2023-05-29 07:35:12+00:00,18469,57,"['cannes', 'festival', 'ceremony', 'prada', 'dress', 'anaïs', 'demoustier', 'attending', 'th']"
570,parisfashionweek,2023-03-26 16:00:00+00:00,2756,23,"['parisfashionweek', 'pfw', 'expresses', 'attachment', 'moroccan', 'roots', 'sense', 'clothing', 'fallwinter collection', 'collection']"
571,parisfashionweek,2023-04-02 16:25:00+00:00,2183,24,"['parisfashionweek', 'pfw', 'paris', 'fashion', 'sweet', 'dream', 'beautiful', 'nightmare', 'designers', 'paris fashion', 'fashion week', 'collection']"
572,parisfashionweek,2023-03-20 16:57:43+00:00,1707,24,"['parisfashionweek', 'pfw', 'details', 'forgotten', 'recalled', 'bringing', 'thoughts']"
573,facehunter,2023-05-05 12:36:20+00:00,710,18,"['show', 'iraqiswedish', 'artist', 'sara', 'recently', 'exhibition']"
574,parisfashionweek,2023-03-22 17:10:00+00:00,1586,15,"['parisfashionweek', 'pfw', 'aw', 'rui', 'attempts', 'create', 'enclosed', 'fallwinter collection', 'collection']"
575,oldprada,2022-05-09 18:01:14+00:00,374,0,"['prada', 'fashion', 'chic', 'ss', 'vogue', 'italia', 'mar', 'variation']"
576,cameramodafashiontrust,2023-05-19 13:43:03+00:00,464,1,"['fashion', 'thrilled', 'present', 'copresidents', 'members', 'international', 'fashion trust']"
577,oldprada,2022-05-09 18:01:03+00:00,136,0,"['prada', 'fashion', 'chic', 'ss', 'vogue', 'italia', 'mar', 'variation']"
578,zendaya,2022-06-28 22:29:16+00:00,4314715,8273,['no_hashtag']
579,prada,2023-06-02 14:00:10+00:00,64023,177,"['prada', 'caffè', 'space', 'designed', 'add']"
580,zendaya,2022-06-28 18:30:06+00:00,5090976,10618,['no_hashtag']
581,zendaya,2022-03-03 18:51:47+00:00,9528960,18429,"['future', 'human', 'no_hashtag']"
582,zendaya,2022-05-23 16:59:38+00:00,5970056,14355,"['great', 'honor', 'thank', 'acknowledgment', 'denis']"
583,prada,2023-05-29 16:00:12+00:00,42797,481,"['prada', 'part', 'ongoing', 'partnership', 'red']"
584,zendaya,2022-03-29 15:39:42+00:00,10633517,30201,"['vanity', 'fair', 'no_hashtag']"
585,zendaya,2022-03-03 16:10:17+00:00,5917917,10095,"['one', 'time', 'favorite', 'shoots', 'special']"
586,milanfashionweek,2023-04-21 09:50:29+00:00,774,7,"['fashion', 'presents', 'woven', 'spectrum', 'dreamy', 'installation', 'home collection', 'collection']"
587,urbanoutfitters,2023-05-27 21:00:48+00:00,2541,6,"['dress', 'almost', 'lounge', 'pool', 'day', 'season']"
588,milanfashionweek,2023-04-21 15:48:03+00:00,1309,6,"['haute', 'couture', 'occasion', 'milandesignweek', 'part', 'milano', 'moda']"
589,milanfashionweek,2023-04-18 15:57:42+00:00,844,9,"['unveils', 'missoni', 'home', 'collection', 'milandesignweek', 'home collection']"
590,milanfashionweek,2023-04-19 10:14:44+00:00,5072,27,"['valentino', 'milan', 'enter', 'timeless', 'elegance', 'unbound', 'creativity', 'vintage']"
591,urbanoutfitters,2023-05-26 18:17:30+00:00,2004,18,"['get', 'right', 'uohome']"
592,milanfashionweek,2023-04-20 17:31:20+00:00,1379,13,"['presents', 'new', 'home', 'collection', 'roberto', 'home collection']"
593,zendaya,2022-06-28 13:36:47+00:00,4496011,10272,"['dream', 'shooting', 'cover', 'thank', 'much']"
594,dudalina,2023-05-28 20:00:16+00:00,465,4,"['seja', 'qual', 'ocasião', 'um', 'look']"
595,milanfashionweek,2023-04-19 07:41:42+00:00,1260,11,"['fashion', 'milandesignweek', 'milano', 'moda', 'design', 'casa']"
596,milanfashionweek,2023-04-21 17:47:55+00:00,2115,11,"['versace', 'fashion', 'opens', 'doors', 'latest', 'home', 'home collection', 'collection']"
597,dudalina,2023-05-22 20:00:14+00:00,235,0,"['qualidade', 'que', 'você', 'conhece', 'com']"
598,milanfashionweek,2023-04-20 12:50:29+00:00,2227,14,"['milan', 'celebrate', 'milano', 'moda', 'design', 'milandesignweek', 'home collection', 'collection']"
599,spfw,2023-05-28 03:40:00+00:00,2578,45,"['inspirado', 'na', 'infância', 'sertão', 'piauiense']"
600,dudalina,2023-05-19 21:00:10+00:00,216,2,"['preparese', 'para', 'inverno', 'com', 'nossos']"
601,urbanoutfitters,2023-05-31 14:35:35+00:00,24351,75,"['one', 'mood', 'new', 'needlepoint', 'pillows']"
602,whowhatwear,2023-05-31 00:58:41+00:00,2867,21,"['wear', 'fashion', 'world', 'onset', 'long', 'summer', 'days']"
603,dudalina,2023-05-25 20:00:09+00:00,341,8,"['em', 'um', 'relacionamento', 'sério', 'com']"
604,spfw,2023-05-28 01:09:39+00:00,1011,12,"['já', 'passou', 'lounge', 'da', 'além', 'collection']"
605,spfw,2023-05-28 02:37:40+00:00,398,8,"['os', 'cartões', 'estão', 'até', 'nos']"
606,spfw,2023-05-28 00:10:21+00:00,862,67,"['festival', 'trouxe', 'um', 'pouco', 'de', 'ny']"
607,whowhatwear,2023-05-26 22:24:21+00:00,52170,209,"['fashion', 'oh', 'kendall', 'jenner', 'south', 'france', 'bag', 'look']"
608,dudalina,2023-05-26 21:00:09+00:00,483,10,"['jaqueta', 'trendy', 'da', 'estação', 'trucker', 'jeans', 'look']"
609,whowhatwear,2023-05-28 23:40:02+00:00,9598,30,"['style', 'thought', 'yk', 'movement', 'think']"
610,versace,2023-05-20 17:22:29+00:00,192271,586,"['cannes', 'show', 'versace', 'donatella', 'dua', 'lipa', 'request', 'watch', 'collection']"
611,oldprada,2022-08-15 13:38:45+00:00,236,2,"['prada', 'fashion', 'chic', 'ss', 'vogue', 'italia', 'mar', 'pale']"
612,milanfashionweek,2023-04-20 10:39:31+00:00,1684,16,"['immerse', 'nuances', 'andes', 'discover', 'apacheta']"
613,dudalina,2023-05-17 21:00:13+00:00,607,13,"['chic', 'estilosa', 'versátil', 'nossas', 'novas']"
614,spfw,2023-05-28 01:41:57+00:00,3545,66,"['goiana', 'cora', 'coralina', 'foi', 'inspiração']"
615,watchingnewyork,2023-05-19 12:26:39+00:00,40523,159,"['fashion', 'style', 'streetstyle', 'recent', 'favorites', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
616,watchingnewyork,2023-05-15 12:29:34+00:00,29681,174,"['fashion', 'style', 'streetstyle', 'recent', 'favorites', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
617,milanfashionweek,2023-04-20 14:44:57+00:00,787,3,"['living', 'returns', 'milandesignweek', 'statement', 'brands']"
618,facehunter,2023-02-22 17:29:57+00:00,2725,94,"['mauritania', 'took', 'heart', 'would', 'consider']"
619,oldprada,2021-06-17 17:08:28+00:00,785,0,"['prada', 'accessories', 'ss', 'oldprada', 'miuccialover', 'embellishment']"
620,watchingnewyork,2023-05-13 13:27:39+00:00,47122,226,"['fashion', 'style', 'streetstyle', 'may', 'archives', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'style streetstyle']"
621,versace,2023-05-10 15:00:08+00:00,56649,146,"['versace', 'dress', 'atelier', 'springsummer', 'look', 'draped']"
622,watchingnewyork,2023-05-09 12:30:23+00:00,36816,258,"['fashion', 'style', 'streetstyle', 'recent', 'top', 'shots', 'streetfashion', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'newyorkcity style', 'streetstyle vintage']"
623,facehunter,2023-02-12 09:52:30+00:00,2190,46,"['chinguetti', 'always', 'battling', 'survival', 'sahara']"
624,facehunter,2023-01-21 15:39:59+00:00,741,17,"['ⴰⴳⴰⴷⵉⵔ', 'destroyed', 'massive', 'earthquake', 'agadir']"
625,watchingnewyork,2023-05-05 12:19:19+00:00,42229,314,"['fashion', 'style', 'streetstyle', 'early', 'spring', 'blazer', 'inspiration', 'streetfashion', 'fashion street', 'streetfashion fashion', 'style streetstyle', 'vintage thrift', 'newyorkcity style']"
626,facehunter,2023-02-07 11:57:08+00:00,3569,133,"['mauritania', 'riding', 'irontrain', 'hours', 'makes']"
627,facehunter,2023-01-12 14:03:05+00:00,1139,25,"['streetstyle', 'style', 'ⵜⴰⵖⴰⵣⵓⵜ', 'born', 'creative', 'person', 'give']"
628,facehunter,2023-02-18 16:38:00+00:00,721,17,"['fashion', 'streetstyle', 'style', 'inspiring', 'women', 'mauritania', 'trip', 'northwestern', 'style styleinspiration', 'streetstyle style']"
629,facehunter,2023-02-01 11:27:06+00:00,1433,62,"['streetstyle', 'style', 'mauritania', 'haouli', 'swag', 'loving', 'every', 'style styleinspiration', 'streetstyle style']"
630,watchingnewyork,2023-04-30 15:12:17+00:00,29709,122,"['fashion', 'style', 'streetstyle', 'april', 'archives', 'streetfashion', 'street', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'style streetstyle', 'vintage thrift']"
631,facehunter,2023-02-09 11:14:13+00:00,790,32,"['streetstyle', 'style', 'nouakchott', 'jopo', 'mamadou', 'nkt', 'mauritanie', 'style styleinspiration', 'streetstyle style']"
632,dudalina,2023-05-20 21:00:09+00:00,507,5,"['toda', 'praticidade', 'atemporalidade', 'de', 'uma', 'jeans']"
633,facehunter,2023-02-06 13:20:06+00:00,464,8,"['streetstyle', 'style', 'ouadane', 'zaïda', 'owner', 'highindemand', 'guesthouse', 'streetstyle style']"
634,prada,2023-05-27 14:00:11+00:00,14369,40,"['cannes', 'festival', 'prada', 'dress', 'anthony', 'chen', 'anais', 'demoustier', 'koreeda', 'shirt']"
635,prabalgurung,2023-05-14 05:43:46+00:00,1764,10,"['gala', 'golden', 'night', 'oh', 'seeing', 'many']"
636,prada,2023-05-25 19:00:09+00:00,12541,34,"['awards', 'prada', 'london', 'dress', 'ben', 'whishaw', 'jasmine', 'jobson', 'shirt', 'bag']"
637,harrystyles,2022-12-15 09:43:32+00:00,4147912,22310,"['love', 'tour', 'são', 'paulo', 'iii']"
638,prada,2023-05-25 15:00:10+00:00,14242,54,"['awards', 'ceremony', 'prada', 'jasmine', 'trinca', 'total', 'looks']"
639,harrystyles,2022-12-13 22:11:04+00:00,4433321,44984,"['fine', 'line', 'three', 'years', 'old']"
640,parisfashionweek,2023-03-10 17:04:40+00:00,2679,25,"['parisfashionweek', 'pfw', 'throwback', 'backstage', 'captured', 'camera', 'visit', 'watch']"
641,prada,2023-05-25 12:25:15+00:00,27420,88,"['adidas', 'prada', 'first', 'kind', 'football']"
642,parisfashionweek,2023-03-14 17:38:06+00:00,1320,17,"['paris', 'dress', 'founder', 'pigalle', 'appointed', 'artistic', 'director']"
643,harrystyles,2022-12-04 17:10:40+00:00,3714902,28791,"['love', 'tour', 'buenos', 'aires', 'december']"
