post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount,mentions,image_description
445,2023-06-07 14:39:11+00:00,facehunter,the first house created by brazilian paulo mendes da rocha is now home to an artist residency program damo “house of love” in esperanto a hybridhomesecret i got to meet the three artists who are currently spending three months livingcreating in this intimate and monumental place congolese painter and poet merveille kélékélé who is studying fine arts at beauxarts of paris “i write poetry all the time it’s like a vital need for me and based on my texts i make paintings” brasíliabased visual artist poli pieratti “my paintings are compositions based on bodily impressions that memories activate – in general i give more light and add water and fluidity to what was experienced in an attempt to pacify the past i map out new paths for memories fertilizing dry narratives and adding water to the land of dreams” brazilian sculptor dancer and performer luana vitra what’s the story of the house in 1962 italian artist and gallery owner gaetano miano commissioned da rocha to build his residence where the miano’s only lived between 1964 and 1968 when the family left for rome to escape brazil’s military dictatorship recently parisian art gallerist benjamin trigano the founder of los angeles apartmentconcept gallery mb and based french entrepreneur david laloum came across the residence and decided to make it an art project 1928 – 2021 was one of the essential names of the an informal group of brazilian architects who popularised brutalism embracing exposed concrete structures chunkier massing and rougher finishes as opposed to the smoother curvy surfaces of the carioca school à la oscar niemeyer,saopaulo brutalist architect sp paulomendesdarocha escolapaulista paulistaschool domodamo brazilianbrutalism arquitetura arquiteturabrasileira brutalistarchitecture saopaulobrutalism archi arch architecture archidaily archilovers archilover archiporn brasil brazil facehuntersp,3935,104,domo merveillekelekelekelekelelele polipieratti cadeiadecorpo,"The image shows a large, two-story house with a sloping roof and a balcony on the second floor. The house is surrounded by lush greenery and trees, and there is a large swimming pool in front of it. The pool is filled with crystal clear blue water and there are two lounge chairs on the right side of the image. The sky is blue and the overall atmosphere is peaceful and serene."
446,2023-05-31 10:02:23+00:00,facehunter,in while ’s capital is known for its french neoclassical neogothic beauxarts art nouveau art deco and modern brutalism has also left its discreet but impactful mark three argentinian landmarks 14 biblioteca nacional mariano moreno designed in 1961 by italoargentine clorindo manuel josé testa 19232013 in partnership with francisco bullrich 19292011 and alicia cazzaniga 19281968 its construction started in 1971 but successive changes in government leadership complex bureaucracy and certain indifference towards culture matters by some leaders slowed down the process a lot and the national library was finally inaugurated in 1992 the location is rich in significance as the concrete building stands on the exact site where president juan perón and his wife eva duarte “evita” had their official residence the unzué palace they were initially 19461952 highly popular among working class but from 1952 things got complicated and evita passed away juan perón would eventually lose its power in a military coup and be forced to leave the country their residence would symbolically be destroyed in 1958 57 banca de londres designed by clorindo testa and built in 1966 as the hq of the bank of london and south america a british bank that would later on be merged with lloyds 89 brazilian embassy’s chancellery by olavo redig do campos 19061984 the brazilian architect was president of the brazilian heritage conservation service of the foreign ministry between 1946 and 1976 this privileged position allowed him to design several state buildings outside brazil such as embassies in washington dc lima diplomatic residences in beirut dakar and more,brutalism buenosaires argentina architecture concrete architect archi arch archilovers arquitectura arquitecturaargentina buenosairesarquitectura brutalismo architecturephotography concretedesign arquitecturabrutalista brutalist brutalistarchitecture archidaily archiporn bsas travel travelling travelgram facehunterba,1383,30,no_mention,"The image shows a modern building under construction. The building appears to be a high-rise structure with multiple levels and balconies. The exterior of the building is made of concrete and has a sloping roof. The balconies are made of glass and are arranged in a grid-like pattern. The sky is blue and there are other buildings visible in the background. The ground is covered in rubble and debris. The image is taken from a low angle, looking up at the building."
447,2023-05-22 12:35:46+00:00,facehunter,getting emotional… the documentary and me have been crafting for the last three years in collaboration with is finally becoming reality these days,no_hashtag,325,25,sabrinafidalgoo gullaneentretenimento globofilmes globonews canalbrasil,"The image shows a man holding a clapperboard in his hands. He is wearing a black t-shirt and khaki shorts. The clapper board is rectangular in shape and has a green and red striped pattern on it. The words ""A001 PAY MAX"" are written in bold white letters at the top of the board. Below the words, there is a list of names and numbers written in black letters. The man is holding the board with both hands and appears to be standing on a concrete floor. There are also some wires and cables attached to the board, suggesting that he is on a set or filming location."
448,2023-05-01 14:11:32+00:00,facehunter,unique people of ️ 1 sanarya english literature and german student “it was my first time visiting baghdad since i emigrated to north reinwestphalia germany in 2015 on this trip i felt loved yet foreign sometimes 2 hussein fine arts student “i chose to live and study in baghdad mostly because i love so much the history of this city you can find me wandering the streets and old palaces every weekend” 3 salwa 7 interior design student 4 hadeel 1 graphic design student baghdad brings together people who are completely different from each other in terms of traditions and religions after the october 2019 revolution people became more openminded there is more acceptance of peoples differences 5 jamal art director 6 maryam interior design student “my goal is to have my own makeup brand” 7 arwa graphic design student “i will graduate in two months my classes are way too old school its why i want to take online courses in illustration and motion graphics 8 riyadh artist curator and art teacher “while visiting in 2011 after years of exile in jordan and canada i understood i could use my international experience and bring some change to my country and help my people to live better so i decided to move back and teach art” 9 5 rawsa architectural designer “having being born and raised in baghdad in a kurdisharab household then moving to the states and growing up to be the woman i am today have molded me to be a mix of things i’ve never felt like i belong in the states but i also don’t get that strong feeling of belonging when i’m back in baghdad i always feel like an outsider in either regions being iraqi have made me a resilient strong woman who can easily acclimate and adapt to change and new environments” 10 miria sculpture student “for the last year and a half things have been really good we are still conservative people are still not very open but it’s better than before”,baghdad iraq streetstyle style iraqiyouth newiraq iraqis travel travelling facehunteriraq,1411,65,soysanarya h_r771 salawi hadeelshaker ek33j um_issa_20 artsyarwaxx gheneastudio rawssssa miria__97,"The image shows a young woman standing in front of a colorful mural. The mural is made up of various shapes and colors, including blue, green, pink, and white. The woman is wearing a colorful blouse with a tie-dye pattern in shades of pink, blue, and green. She is also wearing beige cargo pants and black boots. She has her hands in her pockets and is looking directly at the camera with a serious expression. There is a potted plant on the right side of the image."
449,2023-05-04 07:21:58+00:00,facehunter,i ️ اني احب بغداد 1 alshaheed monument aka martyrs memorial designed by sculptor ismail fatah al turk built in 1983 to commemorate the iraqi soldiers who died in the iran–iraq war over time it has become a commemoration site for all iraqi martyrs 2 abbas doing his thing 3 mosaic by nadhim ramzi 19282013 from 1953 representing ibn sina aka avicenna one of the most significant physicians astronomers philosophers and writers of the islamic golden age and the father of early modern medicine 4 aws bumped into his uncle iyad 5 a hip café gym and gallery all in one iq 6 interior of the city hall designed by hisham munir and nasir alasadi 1978 7 graduation party at alzawraa park 8 the only remaining abbasid palace in baghdad built between 1179 ad and 1225 ad 9 amba a very popular sauce generally prepared with green mango salt white vinegar oil garlic chili pepper curcuma fenugreek brown sugar cumin and often mustard and coriander seeds also according to the legend it was invented by the sassoon’s a famous jewish family while in exile in india in the 19th century 10 central station designed by j m wilson and inaugurated in 1953,baghdad iraqi abbasidpalace baghdadi travel travelphotography traveler travelling traveling instatravel instatravelling traveller travelgram travellife travelpics baghdadarchitecture baghdad_iraq iraq iraqis iraqifood iraqiart iraqiarchitecture brutalism brutalistarchitecture facehunteriraq,4589,122,aws_1994_ six5ifty thegallery,"The image shows a large, modern building with a unique architectural design. The building is made up of two large, curved structures that are painted in a bright turquoise color. The structures are arranged in a symmetrical pattern, creating a sense of depth and dimension.

In the foreground, there is a man and a child walking in front of the building. The man is wearing a white shirt and black pants, and the child is wearing an orange shirt and blue pants. They are both walking on a sandy ground, and there are a few people visible in the background. The sky is clear and blue, and it appears to be a sunny day."
450,2023-05-12 17:48:39+00:00,parisiensinparis,la discrétion,shotoniphone paris parisian parisien effortless style effortlesschic natural fashion denim denimmania parisianstyle leparisien laparisienne parisfashionweek pfw,2867,4,no_mention,"The image shows a woman riding a bicycle on a zebra crossing on a street. She is wearing a green jacket, black shorts, and black boots. She has a brown bag on her back and is wearing sunglasses. The street is lined with buildings on both sides and there are a few people walking on the sidewalk. There is a motorcycle parked on the right side of the street and a few traffic cones on the left side. The sky is overcast and the overall mood of the image is gloomy."
451,2023-05-16 10:06:08+00:00,facehunter,in i didn’t expect to see so many in town there are nowadays about 250000 christians left in until the gulf war in 1991 they used to be 115 million years of wars and persecution made their number fall drastically while many fled abroad some of them moved to the nations capital to find refuge is home to some of the largest christian populations in the country the of iraq are considered to be one of the world’s oldest continuous christian communities actually most of them are not arabs they are mainly assyrian people even though during the saddam regime they were pressured to identify as arabs many of them still speak assyrian as a first language i asked raya a pharmacy major student and musician how is it to live in baghdad as a christian in 2023 “i’m a chaldean catholic i used to be the choir’s pianist in my church st george for five years and also played piano at several other churches i haven’t faced any difficulties or discrimination due to my religion i believe that religious differences don’t create barriers between people anymore it may have happened in the past but it is over now which is something i am glad about i think all iraqi people regardless of religion and beliefs aim to live peacefully and calmly despite all the terror that us christians faced in the past in addition to other iraqi sects who went through similar experiences i believe all of us are facing the same fate since we live in the same country” two thirds of christians in iraq are chaldean catholics and 20 belong to the assyrian church of the east smaller denominations include syrian orthodox syriac catholic armenian catholic armenian orthodox anglican evangelical and other protestants photo 9 bakram in front of an armenian church “there are 345 armenian families in iraq we have been living here for centuries and still speak armenian”,christianity baghdad churches iraq christians iraqichristians baghdad_iraq travel travelphotography travelling facehunteriraq,995,19,kamelea_roze,"The image shows a large, two-story building with a white exterior and a cross on the top. The building appears to be a church or cathedral, with a steeple on the left side and a bell tower on the right side. The front of the building has multiple windows and a staircase leading up to the entrance. There is a red sign on the wall that reads ""Welcome to the Church of the Holy Sepulchre"". The building is surrounded by trees and there is a motorcycle parked in front of it. The sky is blue and there are a few clouds in the sky."
452,2023-04-28 05:15:49+00:00,parisiensinparis,love this,shotoniphone paris parisian parisien effortless style effortlesschic natural fashion denim denimmania parisianstyle leparisien laparisienne parisfashionweek pfw,8953,48,no_mention,"The image shows a person walking on a sidewalk in front of a building. The person is wearing a black and white striped shirt, blue jeans, and brown shoes. They have short curly hair and is carrying a black crossbody bag. The building appears to be made of concrete and has a large window with a red curtain. The reflection of a person can be seen in the window."
453,2023-06-06 12:00:12+00:00,prada,cityscape and landscape clash together in impossible combinations within the prada linea rossa springsummer 2023 eyewear campaign starring jake gyllenhaal springsummer 2023 prada linea rossa discover more via link in bio photography norbert schoerner,pradalinearossa pradaeyewear prada,10637,62,no_mention,"The image is a promotional poster for the Prada eyewear brand. It features a close-up of a man's face, wearing a pair of sunglasses with a red frame and dark lenses. He has a beard and mustache and is looking off to the side with a serious expression. The background is a desert landscape with red and orange hues, and there is a red bridge in the distance. The word ""PRADA"" is written in bold white letters at the bottom of the image."
454,2023-05-18 16:08:46+00:00,parisfashionweek,the duo boutet and solanes are both partners in life and work for this womenswear fallwinter 20232024 emphasise on fit and structure discover the creative film of for their second collection unveiled at pfw® link in bio,parisfashionweek pfw boutetsolanes,1551,7,coco josemaria boutetsolanes,"The image is a full-length portrait of a young woman in a dance pose. She is wearing a black long-sleeved top with a high neckline and long sleeves, paired with black pants and high-heeled boots. Her hair is styled in a braided updo and she is looking directly at the camera with a serious expression. The background is a plain grey color. The woman is in a crouching position with her left leg extended upwards and her right leg bent at the knee. Her arms are stretched out to the sides and her left hand is resting on her hip."
455,2023-05-10 16:00:00+00:00,parisfashionweek,throwback to streetstyle looks spotted by our photographer at the womenswear fallwinter 20232024 paris fashion week® follow the link in bio to watch all the shows on our platform,parisfashionweek pfw josefinemeier,2691,16,palmangels joleomemeier,"The image is a black and white photograph of a young woman standing on a street in front of a crowd of people. She is wearing a long-sleeved sweatshirt, white pants, and black shoes. Her hair is styled in dreadlocks and she is looking off to the side with a serious expression on her face. The crowd behind her is made up of people of different ages and ethnicities, some of whom are holding cameras and taking pictures. The street is lined with buildings and there is a person's hand visible on the right side of the image."
456,2023-06-03 17:00:13+00:00,prada,pieces move between formal and casual hot and cool discover more via link in bio,prada,14029,66,no_mention,The image shows a young man sitting on a chair with a blue woven tote bag in front of him. He is wearing a white button-down shirt with black stripes and white trousers. He has a black baseball cap on his head and is wearing black shoes. The background is plain white. The man is looking directly at the camera with a serious expression on his face.
457,2023-04-23 16:00:00+00:00,parisfashionweek,stolen moments by during the show presented during womenswear fallwinter 20232024 paris fashion week® watch the full show on our platform by tapping the link in bio,parisfashionweek pfw leonardparis taralevy,1968,13,taralevyphoto leonardparis,"The image shows a model walking down a runway during a fashion show. The model is wearing a long-sleeved dress with a colorful, geometric pattern in shades of pink, blue, green, and purple. The dress has a high neckline and long sleeves, and the skirt flares out slightly at the bottom. She is also wearing black sunglasses and has long red hair that is styled in loose waves. The background is blurred, but it appears to be a large crowd of people sitting in the audience. The overall mood of the image is vibrant and eye-catching."
458,2023-06-03 10:00:09+00:00,prada,the prada crisp poplin shirt is an enduring essential endlessly reimagined discover more via link in bio,prada,11572,48,no_mention,"The image shows the back of a young African-American man standing with his back to the camera. He is wearing a white sleeveless dress with a high neckline and a low back. The dress appears to be made of a lightweight fabric and has a fitted bodice. The man's hair is styled in a short afro and he is facing away from the camera, with his head turned slightly to the side. The background is a plain green wall. The image is taken from a low angle, with the focus on the man's back."
459,2023-04-18 16:00:00+00:00,parisfashionweek,extracts from ’s last womenswear fallwinter 20232024 collection for paris fashion week® discover the full lookbook on our platform link in bio,parisfashionweek pfw victoriatomas,3382,14,victoriatomasofficial,The image shows a model walking down a runway in a fashion show. The model is wearing a black jacket over a black crop top and grey cargo pants. She has shoulder-length dark hair with bangs and is looking directly at the camera with a serious expression. The background shows a large window with a view of a crowd of people sitting on either side of the runway. The floor is made of white tiles and there is a green and white patterned wall behind the model.
460,2023-04-27 16:05:00+00:00,parisfashionweek,“ captures the main image of the season from the intersection of the many lines peeping through the small gaps in the basketnetting the dances of shadows and the lightness of the bamboo” follow the link in bio to discover the artisanal craft behind the womenswear fallwinter 20232024 collection,parisfashionweek pfw mamekurogouchi,1652,15,mamekurogouchi,"The image shows a model walking down a runway in a fashion show. The model is wearing a long, oversized sweater with a geometric pattern in shades of orange, black, and white. The sweater has a high neckline and long sleeves, and it is cinched at the waist with a black belt. The skirt of the sweater is knee-length and falls below the model's knees. She is wearing brown ankle boots and has her hair styled in loose waves. The background is a white wall with columns on either side."
461,2023-03-05 01:25:18+00:00,harrystyles,love on tour sydney ii march 2023,no_hashtag,3182206,12206,no_mention,"The image shows a man standing on a stage with his arms raised in the air. He is wearing a red jacket and yellow pants. The stage is lit up with blue and white lights, creating a dramatic atmosphere. The background is dark, making the man and the stage stand out. The audience can be seen in the background, with their hands raised in a celebratory gesture. The image appears to be taken at night, as the lights are shining brightly."
462,2022-08-27 14:42:47+00:00,oldprada,ss 2008 vogue italia mar 2008 “all that prints” by mario sorrenti,oldprada prada miuccialover inspo print ss2008 tuttoprada throwback jamesjean joemckenna mariosorrenti natashapoly vogueitalia beauty saturday vibes archive praduh icons,339,5,no_mention,"The image is a black and white photograph of a young woman posing in a dramatic pose. She is wearing a sleeveless dress with a high neckline and a flared skirt that falls below her knees. The dress is made of a dark fabric with a floral pattern on the bodice and sleeves. The woman has blonde curly hair styled in loose curls and is looking directly at the camera with a serious expression on her face. The background is completely black, making the woman the focal point of the image."
463,2022-05-22 23:11:02+00:00,oldprada,ss 1999 vogue italia mar 1999 “gym chic” by steven klein,oldprada miuccialover prada editorial vogueitalia stevenklein fashion gym chic 1999 risque michelbotbol colors sundayvibes fashionphotography vintageprada throwback tuttoprada,297,3,no_mention,"The image is a portrait of a young woman with shoulder-length brunette hair. She is wearing a blue collared shirt and has a serious expression on her face. Her arms are crossed over her chest and she is looking directly at the camera. The background is blurred, but it appears to be an outdoor setting with trees and greenery. The image is in black and white and there is text on the bottom right corner that reads ""BEST VALUE, Top Picks Updated + BONUS""."
464,2022-08-27 14:42:38+00:00,oldprada,ss 2008 vogue italia mar 2008 “all that prints” by mario sorrenti,oldprada prada miuccialover inspo print ss2008 tuttoprada throwback jamesjean joemckenna mariosorrenti natashapoly vogueitalia beauty saturday vibes archive praduh icons,317,2,no_mention,"The image is a photograph of a young woman posing in a studio. She is wearing a maroon dress with a high neckline and short sleeves. The dress is knee-length and falls above her knees. She has short blonde hair styled in a short bob with bangs. The woman is standing with one hand on her hip and the other resting on her thigh. She also has a pair of black high heels on her feet. The background is a plain grey color. The image is framed by a white border with the words ""All That Prints"" written in black."
465,2022-08-15 13:39:05+00:00,oldprada,ss 2006 vogue italia mar 2006 “pale shades” by glen luchford,oldprada miuccialover inspo vibes prada vogueitalia archive fashion 2000s tuttoprada chic moody throwback vintageprada nicolettasantoro fashionphotography monday glenluchford doutzenkroes,440,0,no_mention,"The image is a black and white photograph of a young woman standing in a dimly lit room. She is wearing a short, flowy dress with a floral pattern and a ruffled neckline. The dress has a fitted bodice and a flared skirt that falls below her knees. The woman has her arms crossed over her chest and her hair is styled in an updo. She appears to be looking off to the side with a serious expression on her face. The background is a plain wall with a shadow of a person on the left side of the image."
466,2022-08-27 14:42:31+00:00,oldprada,ss 2008 vogue italia mar 2008 “all that prints” by mario sorrenti,oldprada prada miuccialover inspo print ss2008 tuttoprada throwback jamesjean joemckenna mariosorrenti natashapoly vogueitalia beauty saturday vibes archive praduh icons,608,0,no_mention,"The image is a photograph of a young woman posing in a dance pose. She is wearing a short, flowy dress with a purple and black patterned design. The dress has a high neckline and short sleeves, and the skirt falls below her knees. She has blonde hair styled in loose waves and is wearing yellow thigh-high boots with a leopard print pattern. The woman is standing with one leg bent at the knee and the other extended behind her, with her arms stretched out to the sides. The background is black, making the woman the focal point of the image."
467,2022-05-22 23:09:07+00:00,oldprada,ss 1999 vogue italia mar 1999 “gym chic” by steven klein,oldprada miuccialover prada editorial vogueitalia stevenklein fashion gym chic 1999 risque michelbotbol colors sundayvibes fashionphotography vintageprada throwback tuttoprada,861,1,no_mention,"The image shows two young women in a room with a blue wall and a window in the background. The woman on the left is wearing a denim jacket and white shorts, while the woman in the yellow tank top is in a squatting position with her arms stretched out to the sides. Both women have long dark hair and are wearing white knee-high socks. The image appears to be taken from a low angle, looking up at the two women."
468,2022-05-22 23:10:44+00:00,oldprada,ss 1999 vogue italia mar 1999 “gym chic” by steven klein,oldprada miuccialover prada editorial vogueitalia stevenklein fashion gym chic 1999 risque michelbotbol colors sundayvibes fashionphotography vintageprada throwback tuttoprada,159,0,no_mention,"The image is a photograph of a person lying on the ground in a garden at night. The person is wearing a white t-shirt and appears to be in a state of distress. The background is dark and there is a wooden fence on the right side of the image. On the left side, there is text that reads ""Chic Gym"" and a logo for ADT. The text is in white and is in a sans-serif font. The image is taken from a low angle, looking up at the person's hands."
469,2023-02-28 05:50:14+00:00,zendaya,,no_hashtag,5758761,11574,no_mention,"The image shows a young woman posing on the red carpet at the SAG-AFTRA Screen Actors Guild Awards. She is wearing a strapless, floor-length gown with a sweetheart neckline and a full skirt made of pink roses. The dress has a fitted bodice and a flared skirt that cascades down to the floor. The woman is standing with one hand on her hip and the other resting on her thigh. She has shoulder-length dark hair styled in loose waves and is looking directly at the camera with a serious expression. In the background, there is a white backdrop with the words ""SAG-AFTRA"" and the logo of the event."
470,2023-06-02 21:01:11+00:00,urbanoutfitters,new arrivals from have us really ready for summer link in bio,uomens,1172,1,katinusa,"The image shows a young man sitting on a concrete wall. He is wearing a navy blue button-down shirt with white polka dots all over it. The shirt has a collar and short sleeves. The man is also wearing green shorts with white stripes on the sides. He has his hands resting on the wall and is looking off to the side with a serious expression on his face. The background is blurred, but it appears to be an outdoor setting with wooden planks."
471,2023-06-05 23:00:38+00:00,urbanoutfitters,cute things for a small space say less link in bio,uohome,6135,14,no_mention,"The image shows a wooden shelf attached to a white wall. On the shelf, there is a small table lamp with a transparent glass shade. The lamp is turned on and emits a warm orange light. The glass shade is filled with small pink and purple objects, which appear to be jewelry or accessories. There is also a small orange pumpkin on the shelf next to the lamp. On top of the shelf there are a few books and a picture frame. The overall aesthetic of the image is modern and minimalistic."
472,2023-04-16 05:22:16+00:00,taylorswift,still buzzing from those 3 shows in tampa thank you to the unforgettably epic crowds and to for coming out to play twice with me we’ve been dreaming about that for so long so grateful for the memories we’re making on this tour,no_hashtag,6207794,0,aarondessner octaviojones gettyimages,The image shows three female singers performing on a stage. The stage is lit up with red and black lights and there is a large crowd in the background. The singer in the center is holding a microphone and appears to be singing. She is wearing a black and red outfit with a high neckline and long sleeves. The two singers on either side of her are also wearing black outfits with red accents. They are all holding microphones and appear to be in the middle of a performance. The image appears to have been taken during a concert or performance.
473,2023-04-24 18:12:32+00:00,taylorswift,just got to play 3 insane shows in houston and i’m waking up smiling reminiscing about how much fun we all had loving this tour so much because of the passion these crowds put into it all seriously can’t wait for atlanta ️ ps for those asking how i cut my hand i’m totally fine and it was my fault completely tripped on my dress hem and fell in the dark backstage while running to a quick change braced my fall with my palm it was all very mercury in retrograde coded don’t worry about me i’m gooooood,no_hashtag,5860477,0,blevey gettyimages,"The image shows Taylor Swift performing on stage with a black electric guitar. She is wearing a red sequin top and black shorts, and her blonde hair is styled in loose waves. The stage is lit up with blue and white lights, creating a dramatic atmosphere. Taylor is holding the guitar with both hands and appears to be singing into a microphone."
474,2023-05-01 14:23:59+00:00,taylorswift,wow atlanta just… wow the band dancers and i can’t stop talking about how insanely magical it was playing for you guys the past 3 nights you were always bouncing dancing screaming every lyric and you created so many breathtaking moments for us you know what i mean looove yooouuu hey nashville you’re next,no_hashtag,5813265,0,photorushin gettyimages,The image shows a young woman singing into a microphone on a stage. She is wearing a purple feathered jacket with sequins and beads. Her long blonde hair is styled in loose waves and she has a serious expression on her face. The background is dark and there are bright lights shining down on her. The overall mood of the image is energetic and dramatic.
475,2023-03-25 20:49:30+00:00,taylorswift,vegas you were wild the crowd of childhood dreams what’s there to do but play again tonight here’s a few pics by ethan miller and a video my dad took,no_hashtag,6771062,0,gettyimages,"The image shows a female singer, Taylor Swift, performing on a stage. She is wearing a long, flowing pink dress with intricate lace detailing. The dress has a high neckline and long sleeves, and her hair is styled in loose waves. The stage is lit up with colorful confetti, and there is a large crowd of people in the background. The singer is holding a microphone and appears to be in the middle of a performance."
476,2023-06-02 14:01:04+00:00,urbanoutfitters,spending a little extra time outside lately,uocommunity,5391,12,msenglu annabella_dittmar alexissrrae boynamedpedro ally_warner2000 adayalcin5,The image shows a young woman standing in a field of red and yellow poppies. She is wearing a strapless blue top and a long white skirt. She has long dark hair and is holding a yellow purse in her left hand. The sky is overcast and the overall mood of the image is peaceful and serene. The woman appears to be looking up towards the sky with a dreamy expression on her face.
477,2023-03-19 01:50:27+00:00,taylorswift,i miss you like it was the very first night good thing we’re about to go onstage and do the whole thing again tonight see you glendale erazona️,no_hashtag,8402240,0,johnshearer kevinmazur kevincwinter gettyimages,"The image shows Taylor Swift performing on stage with a white acoustic guitar. She is wearing a silver sequin bodysuit and fishnet stockings. Her hair is styled in loose waves and she is singing into a microphone. In the background, there is another woman with long blonde hair, also singing into the microphone. The stage is lit with pink and purple lights, creating a dramatic atmosphere."
478,2023-05-07 15:35:29+00:00,facehunter,‘s most mysterious project the destiny of baghdad gymnasium is fascinating 1 it’s almost a miracle that it actually exists 2 for many years its existence fell into obscurity in the architecture world 3 le corbusier’s paternity remained controversial for quite some time in 1957 eight of the most important western architects le corbusier walter gropius josé luis sert gio ponti aalvar aalto and werner march constantine doxiadis were commissioned by king faisal ii to transform baghdad into a modern and cosmopolitan capital le corbusier was originally hired to create baghdad stadium and city of sport in support of the citys bid to host the 1960 olympics on july 14th 1958 just one day after the project was formally approved a coup d’état ended the 37year hashemite monarchy of iraq and the king was assassinated most of the largescale projects imagined by the starchitects were instantly abandoned as the iraqi capital didnt get the olympic games the construction of the complex was postponed le corbusiers passed away in 1965 thanks to the support of influential iraqi rifat chadirji a part of the sports city with reportedly little modification to the original plans would eventually be built under the supervision of french architect axel mesney between 1978 and 1980 and inaugurated under the name saddam hussein gymnasium for decades it suffered from the plight of being a posthumous work contested by the purists it was never mentionned in the literature dedicated to the swissborn french architect it was perceived as a bastardized project not bearing the master’s signature while researching for her thesis on modern architecture in baghdad in 2004 researcher caecilia pieri got interested in the complex after years of research in 2012 she managed to put a hand on neverseenbefore construction archives at axel mesney’s proving le corbusier’s authorship the site was renovated a decade ago and is now fully functional it is mainly used for basketball and volleyball games,baghdad lecorbusier architect architecture facehunteriraq modernistarchitecture brutalist brutalistarchitecture concrete archi arch,2111,38,no_mention,"The image shows a modern building with a unique architectural design. The building is made of concrete and has a triangular shape with a sloping roof. The exterior of the building is painted in a light beige color and has multiple layers of concrete blocks stacked on top of each other. The blocks are arranged in a spiral pattern, creating a sense of depth and dimension. The sky is blue and there are a few trees visible in the background. A person can be seen walking on the sidewalk in front of the structure."
479,2023-02-26 03:52:11+00:00,zendaya,look 2 thank you miuccia for recreating this for us,no_hashtag,8861786,23682,naacpimageawards prada,The image shows a young woman standing in a hallway. She is wearing a white crop top and a white skirt with a geometric pattern. The crop top has thin straps and a deep V-neckline. The skirt has a high-waisted fit and falls below her knees. The woman has shoulder-length brunette hair styled in loose waves and is looking off to the side with a serious expression on her face. The hallway has yellow walls and there is a door visible in the background.
480,2023-03-16 20:33:29+00:00,taylorswift,in my eras era,no_hashtag,9535676,0,no_mention,"The image shows a young woman standing on a stage with a dark background. She is wearing a black crop top and striped pants. Her long blonde hair is styled in loose waves and she is looking off to the side with a serious expression on her face. The stage is lit with blue lights, creating a dramatic atmosphere."
481,2023-02-26 00:46:55+00:00,zendaya,,no_hashtag,7244060,24823,naacpimageawards,"The image is a portrait of a young woman posing in a strapless dress. The dress is black and green in color with a sweetheart neckline and a deep V-neckline. The skirt of the dress is fitted and flares out at the bottom, creating a flattering silhouette. The woman has shoulder-length dark hair styled in loose curls and is looking directly at the camera with a serious expression. She is standing with one hand on her hip and the other resting on her head. The background is a plain grey color."
482,2022-08-15 13:38:28+00:00,oldprada,ss 2006 vogue italia mar 2006 “pale shades” by glen luchford,oldprada miuccialover inspo vibes prada vogueitalia archive fashion 2000s tuttoprada chic moody throwback vintageprada nicolettasantoro fashionphotography monday glenluchford doutzenkroes,721,4,no_mention,"The image is a black and white photograph of a young woman sitting on the floor. She is wearing a sleeveless tank top and black shorts. Her hair is styled in a short bob and she is looking off to the side with a slight smile on her face. The background is blurred, but it appears to be a room with a window and a curtain. The woman is holding a cigarette in her right hand and her left hand is resting on her chin. The overall mood of the image is relaxed and contemplative."
483,2023-04-01 19:09:18+00:00,harrystyles,as it was one year april 1 2022,no_hashtag,4911333,32121,no_mention,"The image shows a person in mid-air, with their arms stretched upwards and their legs bent at the knees. They are wearing a white suit and a blue helmet. The background is a plain white wall, and the person appears to be in the middle of a dance move. The image is taken from a low angle, looking up at the person with a sense of movement and energy. The overall mood of the image is surreal and dreamlike."
484,2022-10-03 11:15:45+00:00,zendaya,the valentino girl,no_hashtag,9539441,36821,no_mention,"The image shows a young woman standing in front of a large window with a view of a cityscape. She is wearing a black lace dress with a high neckline and long sleeves. The dress is knee-length and has a high slit on the side. The woman is also wearing black tights and high heels. She has long dark hair styled in loose waves and is looking directly at the camera with a serious expression. The window behind her is open, allowing natural light to enter the room."
485,2022-08-03 20:32:56+00:00,zendaya,pp pink,no_hashtag,7533443,23976,maisonvalentino pppiccioli,The image shows a young woman standing in front of a bright pink background. She is wearing a pink mini dress with long sleeves and a high neckline. The dress is fitted at the waist and falls above her knees. She has long curly hair that is styled in loose waves and is holding a small pink handbag in her left hand. The woman is also wearing pink tights and high heels with a chunky heel. She appears to be posing for a photo. The overall mood of the image is confident and fashionable.
486,2023-05-19 13:38:31+00:00,cameramodafashiontrust,we are thrilled to present the copresidents and members of the international committee of the cnmi fashion trust grant 2023 their invaluable experience will allow three up to four independent brands based in italy to receive our support,no_hashtag,2950,35,no_mention,"The image is a black and white portrait of Chiara Ferragni, the CEO and President TBS Crew & Chiara Ferrari Brand. She is wearing a black blazer and a pearl necklace. Her hair is styled in loose waves and she is looking directly at the camera with a serious expression. The background is plain white. On the right side of the image, there is text that reads ""CNMIFashion Trust Grant 2023""."
