post_id,timestamp,ownerUsername,type,caption,hashtags,likesCount,commentsCount,image
449,2023-05-04 07:21:58+00:00,facehunter,Sidecar,"I ❤️ #Baghdad  اني احب بغداد  1. Al-Shaheed Monument aka Martyr's Memorial, designed by #Iraqi sculptor Ismail Fatah Al Turk, built in 1983 to commemorate the Iraqi soldiers who died in the Iran–Iraq War, over time it has become a commemoration site for all Iraqi martyrs. 2. Abbas doing his thing 3. Mosaic by Nadhim Ramzi (1928-2013, from 1953, representing Ibn Sina (aka Avicenna), one of the most significant physicians, astronomers, philosophers, and writers of the Islamic Golden Age, and the father of early modern medicine. 4. Aws @aws_1994_ bumped into his uncle Iyad  5. a hip café, gym and gallery all in one: @six5ifty @thegallery.iq  6. interior of the City Hall, designed by Hisham Munir and Nasir Al-Asadi, 1978 7. graduation party at Al-Zawraa Park 8. #AbbasidPalace, the only remaining Abbasid palace in Baghdad, built between 1179 AD and 1225 AD 9. Amba, a very popular sauce generally prepared with green mango, salt, white vinegar, oil, garlic, chili pepper, curcuma, fenugreek, brown sugar, cumin and often mustard and coriander seeds also. According to the legend, it was invented by the Sassoon’s, a famous #Baghdadi Jewish family, while in exile in India, in the 19th Century. 10. Central Station, designed by J. M. Wilson and inaugurated in 1953  #travel #travelphotography #traveler #travelling #traveling #instatravel #instatravelling #traveller #travelgram #travellife #travelpics #baghdadarchitecture #baghdad_iraq #iraq🇮🇶 #Iraqis #iraqifood #iraqiart #iraqiarchitecture #brutalism #brutalistarchitecture #FacehunterIraq","Baghdad, Iraqi, AbbasidPalace,, Baghdadi, travel, travelphotography, traveler, travelling, traveling, instatravel, instatravelling, traveller, travelgram, travellife, travelpics, baghdadarchitecture, baghdad_iraq, iraq🇮🇶, Iraqis, iraqifood, iraqiart, iraqiarchitecture, brutalism, brutalistarchitecture, FacehunterIraq",4589,122,https://instagram.fbfh8-1.fna.fbcdn.net/v/t51.2885-15/344800518_626087199389560_2200832349360409014_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fbfh8-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ZUjuBTad0UQAX-sT5kp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBIo_TEO35Gdn3C8w0FZpwfcO3umIWL_gRyKrSWPzJC3w&oe=6488E4E4&_nc_sid=8721cf
450,2023-05-12 17:48:39+00:00,parisiensinparis,Sidecar,La discrétion 🇫🇷  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",2867,4,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/346378633_217933507652699_726268354323638605_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=cPLNoZL6JH4AX_CPYmb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDjL_ZkSDNbILAE8eDMl_HI9FYYbcsiB4iQETj3RkB6NA&oe=64881D04&_nc_sid=8721cf
451,2023-05-16 10:06:08+00:00,facehunter,Sidecar,"#Christianity in #Baghdad 🇮🇶 I didn’t  expect to see so many #churches in town.  There are nowadays about 250,000 Christians left in #Iraq. Until the Gulf War in 1991, they used to be 1-1,5 million. Years of wars and persecution made their number fall drastically. While many fled abroad, some of them moved to the nation's capital to find refuge. #Baghdad is home to some of the largest Christian populations in the country.  The #Christians of Iraq are considered to be one of the world’s oldest continuous Christian communities. Actually, most of them are not Arabs, they are mainly Assyrian people - even though during the Saddam regime, they were pressured to identify as Arabs. Many of them still speak Assyrian as a first language.  I asked Raya @kamelea_roze a pharmacy major student and musician  how is it to live in Baghdad as a Christian in 2023.  “I’m a Chaldean Catholic, I used to be the choir’s pianist in my church (St. George) for five years, and also played piano at several other churches.   I haven’t faced any difficulties or discrimination due to my religion. I believe that religious differences don’t create barriers between people anymore. It may have happened in the past, but it is over now. Which is something I am glad about. I think all Iraqi people, regardless of religion and beliefs, aim to live peacefully and calmly. Despite all the terror that us christians faced in the past, in addition to other Iraqi sects who went through similar experiences. I believe all of us are facing the same fate, since we live in the same country.”  Two thirds of Christians in Iraq are Chaldean Catholics and 20% belong to the Assyrian Church of the East.  Smaller denominations include Syrian Orthodox, Syriac Catholic, Armenian Catholic, Armenian Orthodox, Anglican, Evangelical and other Protestants.  Photo 9: Bakram, in front of an Armenian church: “There are 345 Armenian families in Iraq, we have been living here for centuries and still speak Armenian.”  #iraqichristians #baghdad_iraq #travel #travelphotography #travelling  #FacehunterIraq","Christianity, Baghdad, churches, Iraq., Christians, iraqichristians, baghdad_iraq, travel, travelphotography, travelling, FacehunterIraq",995,19,https://instagram.fcai21-3.fna.fbcdn.net/v/t51.2885-15/346887875_964363294704192_7079428467302537314_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fcai21-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=r2nuJqtWvL4AX_9X1pC&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBhYCCRechcymFmk3_w0Rkvllk4QoiI50BWOuiMc_dqUw&oe=6489047F&_nc_sid=8721cf
452,2023-04-28 05:15:49+00:00,parisiensinparis,Sidecar,Love this 🇫🇷🇫🇷🇫🇷  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",8953,48,https://instagram.fiev6-1.fna.fbcdn.net/v/t51.2885-15/343282055_1192871888085928_5382040711784984571_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fiev6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=LYmechNyWXkAX_loHLA&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCXO0OrPFM0WA_d1fhq1_dNLsdo0SSfs6kOBtg1-VdryA&oe=6489664E&_nc_sid=8721cf
453,2023-06-06 12:00:12+00:00,prada,Sidecar,"Cityscape and landscape clash together in impossible combinations within the Prada Linea Rossa Spring/Summer 2023 Eyewear campaign, starring Jake Gyllenhaal.  Spring/Summer 2023 Prada Linea Rossa.  Discover more via link in bio.   Photography Norbert Schoerner #PradaLineaRossa #PradaEyewear #Prada","PradaLineaRossa, PradaEyewear, Prada",10637,62,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/351662153_120864391023987_8011742750053584482_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=bleHoLez7_8AX_s1PqZ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDAqXC1renqgwCN98V7v-S8mUBQU0gcKN6P2tqxQwxpFQ&oe=64896816&_nc_sid=8721cf
454,2023-05-18 16:08:46+00:00,parisfashionweek,Sidecar,"The duo @coco.boutet and @josemaria.solanes, are both partners in life and work. For this Womenswear Fall/Winter 2023-2024, @boutetsolanes ""emphasise on fit and structure.""  Discover the creative film of @boutetsolanes for their second collection unveiled at PFW®. Link in bio.  #parisfashionweek #pfw #boutetsolanes","parisfashionweek, pfw, boutetsolanes",1551,7,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/347624475_628361075827087_8435092088359798039_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=107&_nc_ohc=m3sEuJdmndoAX82RwYf&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfABj1hyeirH0eWiDdOmhUvwJROxoa8frOMmA3uYn32MVQ&oe=648874F9&_nc_sid=8721cf
455,2023-05-10 16:00:00+00:00,parisfashionweek,Sidecar,Throwback to @palmangels streetstyle looks spotted by our photographer @joleomemeier at the Womenswear Fall/Winter 2023-2024 Paris Fashion Week®.  Follow the link in bio to watch all the shows on our platform!  #parisfashionweek #pfw #josefinemeier,"parisfashionweek, pfw, josefinemeier",2691,16,https://instagram.fplu19-1.fna.fbcdn.net/v/t51.2885-15/345874495_787824299404344_2958429826314330192_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fplu19-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=J9rcuN_5My4AX_HXMrt&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDwAH56lLRmgT6aE4I86nI6YcG5lh2US3naeoyyWu8f5w&oe=6488D6BA&_nc_sid=8721cf
456,2023-06-03 17:00:13+00:00,prada,Sidecar,"#Prada pieces move between formal and casual, hot and cool. Discover more via link in bio.",Prada,14029,66,https://instagram.fmem1-2.fna.fbcdn.net/v/t51.2885-15/351240605_1754314108335064_4910983409117218630_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fmem1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=LlYXnmN3Ck4AX885Vhx&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDkpEobzX2ooD8As0dpx0zNPNY2Q6K_H-j2_0EW1e3Cdg&oe=64889DAE&_nc_sid=8721cf
457,2023-04-23 16:00:00+00:00,parisfashionweek,Sidecar,Stolen moments by @taralevyphoto during the @leonardparis show presented during Womenswear Fall/Winter 2023-2024 Paris Fashion Week®.  Watch the full show on our platform by tapping the link in bio!  #parisfashionweek #pfw #leonardparis #taralevy,"parisfashionweek, pfw, leonardparis, taralevy",1968,13,https://instagram.fnap3-2.fna.fbcdn.net/v/t51.2885-15/342545694_628548279215036_5052959694798188519_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fnap3-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=6QFjL1ut_OMAX9ok8kL&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAFyLgatb8lJL-Cii6Dt5qNunF7M9UqsT4YROiOQmSY1Q&oe=6489100F&_nc_sid=8721cf
458,2023-06-03 10:00:09+00:00,prada,Sidecar,"The Prada crisp poplin shirt is an enduring essential, endlessly reimagined.  Discover more via link in bio.  #Prada",Prada,11572,48,https://instagram.fcgh3-1.fna.fbcdn.net/v/t51.2885-15/351215382_956553575490814_328079034378841947_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fcgh3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6iBedf9OrZEAX_BKK1W&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCF03Nq2gg84bsQhnIbhWvWqx6ZP6AUVSuxaTgNKAyi-w&oe=64887D5F&_nc_sid=8721cf
459,2023-04-18 16:00:00+00:00,parisfashionweek,Sidecar,Extracts from @victoriatomasofficial’s last Womenswear Fall/Winter 2023-2024 collection for Paris Fashion Week®.  Discover the full lookbook on our platform. Link in bio.  #parisfashionweek #pfw #victoriatomas,"parisfashionweek, pfw, victoriatomas",3382,14,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/341820169_1240885326634634_7993701036621124155_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eIAsyFRFnF0AX893Tel&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDOwt168GAqkauqNNj8-d2BrjH335OCzo2XCDBgJSbm3w&oe=6487AA47&_nc_sid=8721cf
460,2023-04-27 16:05:00+00:00,parisfashionweek,Sidecar,"“ @mamekurogouchi captures the main image of the season from the intersection of the many lines peeping through the small gaps in the basketnetting, the dances of shadows, and the lightness of the bamboo.”  Follow the link in bio to discover the artisanal craft behind the Womenswear Fall/Winter 2023-2024 collection.  #parisfashionweek #pfw #mamekurogouchi","parisfashionweek, pfw, mamekurogouchi",1652,15,https://instagram.fiev6-1.fna.fbcdn.net/v/t51.2885-15/343208264_977857276540564_659343156612362532_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fiev6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=TqTjKQAdNToAX-CvBJV&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAU2meBeTFaa7X5DCWg2LtQJ7QSTon57z5mU1h-7EE9tg&oe=64877109&_nc_sid=8721cf
461,2023-03-05 01:25:18+00:00,harrystyles,Sidecar,"Love On Tour. Sydney II. March, 2023.",,3182206,12206,https://instagram.frgl2-1.fna.fbcdn.net/v/t51.2885-15/334279894_754840549596449_4773587081569276022_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.frgl2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=oc8OnLzmm7cAX9LMDag&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDI7gcIeK--AUN92GpHB6kEajdCT2oVz9cYEvoCrQK9mQ&oe=64883937&_nc_sid=8721cf
462,2022-08-27 14:42:47+00:00,oldprada,Sidecar,SS 2008  (Vogue Italia Mar. 2008 “All That Prints” by Mario Sorrenti)  #oldprada #prada #miuccialover #inspo #print #ss2008 #tuttoprada #throwback #jamesjean #joemckenna #mariosorrenti #natashapoly #vogueitalia #beauty #saturday #vibes #archive #praduh #icons,"oldprada, prada, miuccialover, inspo, print, ss2008, tuttoprada, throwback, jamesjean, joemckenna, mariosorrenti, natashapoly, vogueitalia, beauty, saturday, vibes, archive, praduh, icons",339,5,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/301762940_1089761808601854_2967294292870708436_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=B5JSqDrE4MoAX9lhrRu&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCKVZz0Ea2ni6l_nPIMaKm3_IkyMhLBC76qF3MuwVOpHg&oe=6487CC75&_nc_sid=8721cf
463,2022-05-22 23:11:02+00:00,oldprada,Sidecar,SS 1999 (Vogue Italia Mar. 1999 “Gym Chic” by Steven Klein)  #oldprada #miuccialover #prada #editorial #vogueitalia #stevenklein #fashion #gym #chic #1999 #risque #michelbotbol #colors #sundayvibes #fashionphotography #vintageprada #throwback #tuttoprada,"oldprada, miuccialover, prada, editorial, vogueitalia, stevenklein, fashion, gym, chic, 1999, risque, michelbotbol, colors, sundayvibes, fashionphotography, vintageprada, throwback, tuttoprada",297,3,https://instagram.fhuy1-1.fna.fbcdn.net/v/t51.2885-15/283789841_380334090804274_1608982464211483680_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fhuy1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=xTr_tLvXAW0AX--NyJ8&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCdzdQFN3TRR1DfggFKnnOP7nDaJpkiQRK5l5nE18cbvA&oe=64895CB0&_nc_sid=8721cf
464,2022-08-27 14:42:38+00:00,oldprada,Sidecar,SS 2008  (Vogue Italia Mar. 2008 “All That Prints” by Mario Sorrenti)  #oldprada #prada #miuccialover #inspo #print #ss2008 #tuttoprada #throwback #jamesjean #joemckenna #mariosorrenti #natashapoly #vogueitalia #beauty #saturday #vibes #archive #praduh #icons,"oldprada, prada, miuccialover, inspo, print, ss2008, tuttoprada, throwback, jamesjean, joemckenna, mariosorrenti, natashapoly, vogueitalia, beauty, saturday, vibes, archive, praduh, icons",317,2,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/301816282_1287022765382406_1624450124235206062_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=DDT0eE5fyMMAX8w96Wf&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAiUeA9eMgc1Fav67e057waW64C4qOITbAN-DdYH7jUSw&oe=64882D46&_nc_sid=8721cf
465,2022-08-15 13:39:05+00:00,oldprada,Sidecar,SS 2006  (Vogue Italia Mar. 2006 “Pale Shades” by Glen Luchford)   #oldprada #miuccialover #inspo #vibes #prada #vogueitalia #archive #fashion #2000s #tuttoprada #chic #moody #throwback #vintageprada #nicolettasantoro #fashionphotography #monday #glenluchford #doutzenkroes,"oldprada, miuccialover, inspo, vibes, prada, vogueitalia, archive, fashion, 2000s, tuttoprada, chic, moody, throwback, vintageprada, nicolettasantoro, fashionphotography, monday, glenluchford, doutzenkroes",440,0,https://instagram.fbjr1-1.fna.fbcdn.net/v/t51.2885-15/299347925_623700009318729_4733009025179252502_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fbjr1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=uBw7ecDcfVAAX-9gBJO&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCHHNbPx10EcaSXvppXerKOuJVEcK1pNDmizQWv8_3o4g&oe=648800E4&_nc_sid=8721cf
466,2022-08-27 14:42:31+00:00,oldprada,Sidecar,SS 2008  (Vogue Italia Mar. 2008 “All That Prints” by Mario Sorrenti)  #oldprada #prada #miuccialover #inspo #print #ss2008 #tuttoprada #throwback #jamesjean #joemckenna #mariosorrenti #natashapoly #vogueitalia #beauty #saturday #vibes #archive #praduh #icons,"oldprada, prada, miuccialover, inspo, print, ss2008, tuttoprada, throwback, jamesjean, joemckenna, mariosorrenti, natashapoly, vogueitalia, beauty, saturday, vibes, archive, praduh, icons",608,0,https://instagram.fbhz2-2.fna.fbcdn.net/v/t51.2885-15/301309340_358838106319440_6239871663496297293_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fbhz2-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=cMtRMGYZIjsAX__rVfI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAWL_Jwfpd63DKIZuS5Aa_xBsDtbr6z2jTCVdDt0LAZ2A&oe=6488804D&_nc_sid=8721cf
467,2022-05-22 23:09:07+00:00,oldprada,Sidecar,SS 1999 (Vogue Italia Mar. 1999 “Gym Chic” by Steven Klein)  #oldprada #miuccialover #prada #editorial #vogueitalia #stevenklein #fashion #gym #chic #1999 #risque #michelbotbol #colors #sundayvibes #fashionphotography #vintageprada #throwback #tuttoprada,"oldprada, miuccialover, prada, editorial, vogueitalia, stevenklein, fashion, gym, chic, 1999, risque, michelbotbol, colors, sundayvibes, fashionphotography, vintageprada, throwback, tuttoprada",861,1,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/283062611_418986219752636_7730250743746787378_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=N1cApewjddAAX_4R8D4&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCyOUkpT04cWlFZsVIgAaHRmiCaagR9iCMogrFXgD-mbw&oe=6489276C&_nc_sid=8721cf
468,2022-05-22 23:10:44+00:00,oldprada,Sidecar,SS 1999 (Vogue Italia Mar. 1999 “Gym Chic” by Steven Klein)  #oldprada #miuccialover #prada #editorial #vogueitalia #stevenklein #fashion #gym #chic #1999 #risque #michelbotbol #colors #sundayvibes #fashionphotography #vintageprada #throwback #tuttoprada,"oldprada, miuccialover, prada, editorial, vogueitalia, stevenklein, fashion, gym, chic, 1999, risque, michelbotbol, colors, sundayvibes, fashionphotography, vintageprada, throwback, tuttoprada",159,0,https://instagram.fjed4-3.fna.fbcdn.net/v/t51.2885-15/283086704_403484014832033_3401415815024567310_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fjed4-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=NUYDF73iZHIAX-d2F9P&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDAnuoamEQ6W7EPRznb8BysVfTQN65J3ztjzzQnqR_7Wg&oe=6488BDD1&_nc_sid=8721cf
469,2023-02-28 05:50:14+00:00,zendaya,Sidecar,,,5758761,11574,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/333179198_195199113119240_5329926958086516977_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=i2JN3N5FqGYAX_C_GKP&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDBpJ2xgKr_03EeBtM6i6vz1vQllAx2EIzStKtYPtMPOQ&oe=648957A6&_nc_sid=8721cf
470,2023-06-02 21:01:11+00:00,urbanoutfitters,Sidecar,New arrivals from @katinusa have us really ready for summer. Link in bio. #uomens,uomens,1172,1,https://instagram.fsod10-1.fna.fbcdn.net/v/t51.2885-15/350650326_151814681126134_1435056015751909602_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsod10-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=gvdrdnqJxIAAX-TqWgy&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCJjzwvmzqLbJTR9zRJOAWtWrN0go_ZDa_RPIlH6Onq1g&oe=64882468&_nc_sid=8721cf
471,2023-06-05 23:00:38+00:00,urbanoutfitters,Sidecar,Cute things for a small space? Say less. Link in bio. #uohome,uohome,6135,14,https://instagram.ftgu3-3.fna.fbcdn.net/v/t51.2885-15/351429432_160526686865170_5426364114200847593_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.ftgu3-3.fna.fbcdn.net&_nc_cat=110&_nc_ohc=F69CtNiAQqsAX9H0N97&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBlTCKbNpeW9glKF5Le-lXjmzCqWXL_PJbXCx0Rgh5Z8A&oe=6488866A&_nc_sid=8721cf
472,2023-04-16 05:22:16+00:00,taylorswift,Sidecar,"Still buzzing from those 3 shows in Tampa!!! Thank you to the unforgettably epic crowds and to @aarondessner for coming out to play twice with me, we’ve been dreaming about that for so long!! So grateful for the memories we’re making on this tour 🥲  📷: @octaviojones @gettyimages",,6207794,0,https://instagram.fdnk6-1.fna.fbcdn.net/v/t51.2885-15/341335038_1212449432970288_7879888961368793786_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fdnk6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=gKSihKZYUnsAX8plSRr&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDZWzzcvR4TSwNgxk4u3jqm14_XCGgZO4TjQyym8eFUMA&oe=6489609A&_nc_sid=8721cf
473,2023-04-24 18:12:32+00:00,taylorswift,Sidecar,"Just got to play 3 insane shows in Houston and I’m waking up smiling reminiscing about how much fun we all had. Loving this tour so much because of the passion these crowds put into it all - seriously can’t wait for Atlanta ☺️ PS for those asking how I cut my hand, I’m totally fine and it was my fault completely - tripped on my dress hem and fell in the dark backstage while running to a quick change - braced my fall with my palm. It was all very Mercury in retrograde coded. Don’t worry about me I’m gooooood 😘  📷: @blevey / @gettyimages",,5860477,0,https://instagram.fvvi1-1.fna.fbcdn.net/v/t51.2885-15/342731425_762287392104936_327984866814152770_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fvvi1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1e-5pYeoO2MAX8RIOI0&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCqXn7aBJqoMUTMfEnzU99Bq2b84zAD3HxR6nJHLAhKYA&oe=64887CAE&_nc_sid=8721cf
474,2023-05-01 14:23:59+00:00,taylorswift,Sidecar,"WOW Atlanta just… wow. The band, dancers, and I can’t stop talking about how insanely magical it was playing for you guys the past 3 nights. You were always bouncing, dancing, screaming every lyric. And you created so many breathtaking moments for us, you know what I mean. Looove yooouuu. Hey Nashville you’re NEXT 💜  📷: @photorushin / @gettyimages",,5813265,0,https://instagram.fpmi1-1.fna.fbcdn.net/v/t51.2885-15/344424090_558821066149776_1720451717040937443_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fpmi1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DuoS22O7Hm4AX-3Ovp7&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDG-EeBh4Ux7ksEna1std7MNBDNZz9Pgz947u0AGwGpYA&oe=648929EF&_nc_sid=8721cf
475,2023-03-25 20:49:30+00:00,taylorswift,Sidecar,"Vegas, you were WILD. The crowd of childhood dreams ✨ What’s there to do but play again tonight? Here’s a few pics by Ethan Miller / @gettyimages and a video my dad took!",,6771062,0,https://instagram.ftpa1-1.fna.fbcdn.net/v/t51.2885-15/337720292_1198510600848777_8483306298574750149_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.ftpa1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=-v7XQNXe75sAX9rQZBA&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDvA6vHPQGsPKp0MYZhrQsLGqag55rx2Sks-5WidxGkMg&oe=6487C957&_nc_sid=8721cf
476,2023-06-02 14:01:04+00:00,urbanoutfitters,Sidecar,Spending a little extra time outside lately. #uocommunity  📸: @msenglu @annabella_dittmar @alexissrrae @boynamedpedro @ally_warner2000 @adayalcin5,uocommunity,5391,12,https://scontent-mxp1-1.cdninstagram.com/v/t51.2885-15/350992385_3522613097958439_5586598404646001951_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mxp1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=4Yu1Ml6RvXgAX_8IYwG&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBDsJfYREZQh0W1BnO12bNGGdKCo5sXFCj85d-ODhMpHw&oe=64880368&_nc_sid=8721cf
477,2023-03-19 01:50:27+00:00,taylorswift,Sidecar,"I miss you like it was the very first night. Good thing we’re about to go onstage and do the whole thing again tonight. See you 🔜 Glendale, Erazona☺️  📷: @johnshearer, @kevinmazur, @kevincwinter,  @gettyimages",,8402240,0,https://instagram.find1-1.fna.fbcdn.net/v/t51.2885-15/336083591_2574795819330061_8430567905868807385_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.find1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=F4dwTlbHya4AX-8VCYv&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA3K8rdnsr4QhD0jCAG0IfDpTfjaE2ScD3ts2E8msZvNw&oe=64882E66&_nc_sid=8721cf
